rssi,timestamp,I_0,Q_0,I_1,Q_1,I_2,Q_2,I_3,Q_3,I_4,Q_4,I_5,Q_5,I_6,Q_6,I_7,Q_7,I_8,Q_8,I_9,Q_9,I_10,Q_10,I_11,Q_11,I_12,Q_12,I_13,Q_13,I_14,Q_14,I_15,Q_15,I_16,Q_16,I_17,Q_17,I_18,Q_18,I_19,Q_19,I_20,Q_20,I_21,Q_21,I_22,Q_22,I_23,Q_23,I_24,Q_24,I_25,Q_25,I_26,Q_26,I_27,Q_27,I_28,Q_28,I_29,Q_29,I_30,Q_30,I_31,Q_31,I_32,Q_32,I_33,Q_33,I_34,Q_34,I_35,Q_35,I_36,Q_36,I_37,Q_37,I_38,Q_38,I_39,Q_39,I_40,Q_40,I_41,Q_41,I_42,Q_42,I_43,Q_43,I_44,Q_44,I_45,Q_45,I_46,Q_46,I_47,Q_47,I_48,Q_48,I_49,Q_49,I_50,Q_50,I_51,Q_51,I_52,Q_52,I_53,Q_53,I_54,Q_54,I_55,Q_55,I_56,Q_56,I_57,Q_57,I_58,Q_58,I_59,Q_59,I_60,Q_60,I_61,Q_61,I_62,Q_62,I_63,Q_63
-24,976726213,28,-64,1,0,-11,32,-11,30,-10,27,-8,25,-6,23,-4,22,-2,22,0,22,1,23,2,24,2,25,1,25,0,25,-1,25,-2,24,-3,23,-4,21,-4,18,-4,17,-4,15,-3,14,-2,13,-2,13,-1,13,-1,12,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-4,9,-4,10,-4,10,-4,11,-3,13,-4,14,-4,16,-5,18,-7,19,-8,20,-10,21,-11,20,-12,20,-13,19,-12,18,-12,18,-10,18,-9,19,-7,20,-5,22,-4,24,-4,27,-4,30,-5,32,-6,34,-8,35
-24,976937887,28,-64,1,0,33,6,32,4,31,2,31,0,31,-2,32,-3,33,-4,33,-4,33,-3,33,-2,32,-1,31,0,29,1,27,1,25,1,23,1,22,0,20,-1,19,-2,19,-3,18,-3,18,-3,18,-2,18,-1,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,15,1,16,1,18,2,19,4,21,5,22,7,22,8,22,9,22,10,21,10,21,10,21,9,21,8,23,6,24,5,27,4,29,3,32,3,34,4,36,5,38,7,39,8,39,10,40,10,40,11
-25,977036925,28,-64,1,0,-14,31,-16,30,-17,28,-17,26,-16,24,-15,21,-13,19,-11,18,-9,17,-6,16,-4,17,-2,18,-1,19,0,20,-1,21,-2,22,-3,22,-4,21,-5,19,-6,18,-7,16,-7,14,-6,12,-6,10,-5,10,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-12,7,-12,6,-12,5,-12,5,-11,5,-11,6,-10,7,-10,9,-11,11,-12,13,-13,14,-15,15,-17,16,-19,16,-20,15,-21,15,-21,14,-21,13,-20,13,-18,13,-16,13,-14,15,-12,17,-11,20,-10,23,-10,26
-25,977139561,28,-64,1,0,45,5,44,8,41,10,38,11,34,10,31,9,27,7,24,4,22,1,21,-3,21,-6,21,-9,23,-11,25,-11,26,-11,27,-10,27,-8,27,-6,25,-4,23,-2,21,-1,18,0,15,0,13,-1,12,-2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,12,8,12,7,12,7,11,8,10,9,9,11,8,14,8,16,8,19,9,22,10,24,13,25,15,25,18,25,20,23,21,22,21,21,20,20,18,19,16,20,13,22,9,24,6,28,3,33,1,38,0
-67,977187900,111,-15,22,0,-46,-2,-45,-1,-42,0,-38,0,-34,-1,-30,-2,-24,-2,-18,-2,-14,-3,-12,-6,-9,-10,-6,-13,-2,-15,2,-18,5,-19,7,-20,8,-21,8,-21,7,-21,8,-20,10,-17,10,-15,11,-14,12,-11,12,-9,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-1,-9,-1,-8,-2,-5,-2,-1,-2,3,-2,9,-1,14,0,18,1,22,3,26,6,29,9,30,11,29,13,28,14,27,15,26,15,23,13,19,9,14,4,10,-2,6,-9,3,-15,1,-22,-1,-30,-4,-36,-4
-67,977195222,111,-15,22,0,42,14,43,15,39,13,37,9,35,5,28,5,22,7,16,8,12,10,8,9,3,9,-2,11,-5,12,-8,14,-11,16,-13,17,-15,16,-16,14,-15,13,-15,12,-14,10,-14,8,-14,6,-14,4,-14,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,7,1,4,2,0,3,-4,2,-9,2,-14,2,-20,1,-24,-2,-28,-3,-33,-5,-34,-7,-33,-9,-32,-10,-31,-11,-28,-9,-22,-7,-17,-6,-14,-4,-8,0,-1,8,2,16,5,22,7,26,10,30,15
-67,977196066,111,-15,22,0,3,39,8,40,10,37,7,34,4,30,4,25,4,20,2,16,0,13,-2,10,-7,8,-12,5,-16,3,-18,0,-19,-1,-20,-1,-21,-2,-20,-4,-19,-4,-18,-5,-18,-6,-16,-7,-13,-7,-11,-8,-10,-9,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-9,2,-7,2,-4,2,0,2,4,0,7,-1,11,-3,15,-4,19,-6,23,-9,25,-11,25,-14,26,-16,26,-17,23,-18,20,-18,17,-17,15,-14,11,-9,7,-4,5,-1,3,3,3,12,3,20,1,25,-1,29
-25,977244719,28,-64,1,0,13,-46,15,-44,16,-41,16,-37,15,-33,13,-30,11,-27,7,-24,3,-23,-1,-22,-4,-23,-7,-24,-8,-26,-8,-28,-8,-29,-6,-30,-4,-29,-2,-28,0,-26,1,-24,2,-21,2,-19,1,-16,0,-14,0,-13,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,14,-8,13,-7,13,-7,12,-7,11,-8,10,-9,10,-11,10,-14,11,-17,13,-20,15,-22,18,-23,21,-24,23,-24,25,-23,25,-21,25,-20,23,-19,21,-18,18,-18,15,-20,12,-23,9,-26,7,-31,6,-35,7,-39
-24,977343498,28,-64,1,0,35,13,33,14,31,15,28,15,25,14,23,13,21,10,20,8,19,5,19,3,20,1,21,0,22,0,23,0,24,1,24,2,23,4,21,5,20,6,17,6,15,6,13,6,12,5,11,4,10,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,8,9,8,9,8,9,8,9,7,10,7,12,6,14,6,16,7,18,8,19,10,20,12,20,14,20,16,20,17,19,17,18,17,17,17,17,15,17,14,18,12,20,10,23,8,26,8,29,8,32,8
-24,977443039,28,-64,1,0,23,26,21,26,19,26,17,25,15,23,14,21,14,19,13,16,14,13,15,11,16,10,17,10,18,10,19,10,20,11,19,12,18,13,16,13,14,13,12,13,11,12,9,11,8,10,7,9,7,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,4,11,3,11,3,11,4,11,5,11,6,11,7,12,9,14,10,15,11,17,11,19,10,21,9,22,9,23,8,23,7,23,7,22,7,21,8,20,10,19,12,18,15,18,18,18,20,20,22,21
-24,977551763,28,-64,1,0,14,24,16,21,19,19,21,18,24,18,25,18,26,19,26,20,26,20,24,21,22,22,20,22,18,20,16,18,15,15,14,13,14,11,14,9,15,8,16,7,16,7,16,8,16,9,15,10,14,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,11,6,12,6,14,6,16,6,18,5,20,4,21,3,22,1,22,1,22,0,21,1,20,2,19,4,19,7,19,10,19,12,21,14,23,16,25,17,28,17,31,17,33,16,34,15,35,14,35,13,34
-24,977651942,28,-64,1,0,32,-23,33,-22,33,-20,32,-18,30,-16,27,-14,25,-13,22,-14,19,-14,17,-15,15,-16,14,-18,14,-19,14,-20,15,-21,16,-20,17,-19,18,-18,18,-16,18,-14,16,-12,15,-10,13,-9,12,-8,11,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,14,-4,15,-3,15,-3,14,-2,14,-3,14,-3,14,-4,15,-6,16,-7,18,-8,20,-9,23,-10,25,-9,26,-8,28,-8,28,-7,29,-6,28,-5,27,-5,26,-6,24,-7,23,-10,23,-12,24,-15,25,-19,27,-21
-24,977756453,28,-64,1,0,25,7,25,5,25,3,26,2,26,2,27,1,27,1,27,2,26,2,25,3,24,4,23,4,21,4,20,3,19,3,18,2,17,1,16,0,16,0,16,-1,16,0,16,0,15,1,15,2,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,2,12,3,13,3,13,4,14,6,15,7,15,8,15,9,15,10,15,10,14,10,15,10,15,9,16,8,17,7,19,7,21,7,23,7,24,7,26,9,27,10,28,10,28,11,28,12,28,12,27,12
-24,977857937,28,-64,1,0,5,-45,6,-44,8,-41,8,-38,8,-35,7,-32,5,-29,3,-27,0,-26,-2,-25,-5,-25,-6,-26,-7,-27,-7,-28,-7,-28,-5,-29,-3,-28,-2,-27,0,-25,1,-23,1,-21,1,-19,1,-17,1,-16,0,-15,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,7,-14,7,-14,8,-13,7,-13,6,-14,6,-15,5,-16,5,-18,5,-21,6,-23,7,-26,9,-27,11,-28,13,-29,14,-29,15,-28,15,-27,14,-26,13,-26,11,-26,9,-27,6,-28,4,-30,2,-34,1,-37,1,-40
-24,977961122,28,-64,1,0,27,-15,28,-13,27,-12,26,-10,25,-9,22,-8,20,-8,18,-8,16,-9,15,-10,13,-11,13,-12,13,-13,13,-14,14,-15,15,-14,15,-13,15,-12,15,-10,14,-9,13,-8,12,-6,11,-5,10,-5,9,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,12,-2,11,-1,11,-1,11,-1,11,-1,11,-1,11,-2,12,-3,14,-4,15,-5,17,-5,19,-5,21,-5,22,-4,22,-3,23,-2,22,-1,22,-1,21,-1,20,-2,19,-3,19,-5,19,-7,20,-10,22,-12,23,-14
-24,978058905,28,-64,1,0,19,-19,17,-19,15,-20,13,-21,12,-22,12,-24,12,-24,13,-25,13,-25,14,-24,14,-23,14,-22,14,-20,13,-19,12,-17,11,-16,10,-15,9,-14,8,-14,7,-14,6,-14,6,-15,7,-14,7,-14,8,-13,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,7,-9,7,-10,9,-10,10,-11,12,-12,13,-11,15,-11,17,-11,17,-10,18,-9,18,-9,17,-8,16,-9,15,-10,15,-11,15,-13,15,-15,15,-17,17,-19,18,-21,20,-22,22,-23,24,-23,25,-22,26,-22,26,-21
-24,978162847,28,-64,1,0,-25,-36,-24,-36,-22,-35,-20,-34,-18,-33,-17,-30,-16,-28,-16,-25,-17,-23,-17,-21,-18,-20,-19,-19,-20,-19,-21,-19,-20,-19,-20,-20,-18,-20,-17,-20,-15,-20,-13,-19,-12,-18,-10,-17,-9,-16,-9,-15,-8,-14,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-7,-15,-7,-15,-6,-16,-6,-16,-6,-15,-7,-16,-8,-16,-9,-17,-11,-18,-12,-20,-13,-22,-13,-24,-13,-27,-12,-28,-12,-30,-11,-30,-10,-30,-10,-30,-10,-30,-11,-29,-12,-28,-14,-27,-17,-27,-20,-28,-23,-30,-25,-31
-25,978267812,28,-64,1,0,14,28,13,26,12,24,12,22,12,20,13,18,14,17,15,16,15,16,16,16,16,16,16,17,16,18,14,18,13,18,12,18,10,17,9,16,8,14,7,13,7,12,7,11,7,11,6,11,6,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,5,8,6,9,7,9,7,10,8,11,9,13,9,14,9,16,9,18,8,19,7,20,6,20,6,20,6,20,6,19,7,18,8,18,10,18,12,19,14,20,15,21,17,23,18,24,18,27,18,28
-24,978369115,28,-64,1,0,-34,-3,-34,-5,-32,-6,-30,-6,-29,-7,-27,-6,-25,-5,-23,-4,-22,-2,-21,-1,-21,0,-21,2,-22,2,-22,3,-22,2,-22,2,-22,1,-21,0,-20,-2,-19,-2,-18,-3,-16,-3,-15,-3,-14,-3,-13,-3,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,-13,-4,-13,-5,-12,-6,-12,-6,-12,-6,-13,-5,-13,-5,-15,-4,-16,-4,-18,-4,-20,-5,-21,-5,-22,-7,-23,-8,-24,-9,-24,-10,-23,-11,-23,-11,-22,-11,-22,-10,-22,-8,-23,-7,-24,-5,-26,-3,-28,-2,-30,-1
-24,978467012,28,-64,1,0,-23,17,-23,18,-23,18,-23,18,-24,18,-24,17,-23,16,-23,15,-22,14,-21,13,-19,12,-18,12,-16,12,-15,12,-14,12,-13,13,-13,13,-13,13,-13,13,-14,12,-14,11,-14,10,-14,9,-14,7,-14,6,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-11,6,-13,6,-14,5,-15,5,-15,4,-16,3,-16,3,-16,3,-16,3,-16,4,-16,5,-16,6,-17,7,-19,9,-20,10,-22,10,-24,11,-25,10,-26,10,-27,10,-27,9,-27,9,-26,9,-26,10,-25,11,-24,12
-24,978578287,28,-64,1,0,-5,11,-5,11,-4,10,-3,9,-3,9,-2,8,-2,8,-1,8,-1,8,-1,8,-1,9,-1,9,-1,9,-1,9,-2,8,-2,8,-2,7,-2,7,-2,6,-2,5,-2,5,-2,5,-2,5,-2,4,-2,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,4,-1,4,-2,4,-2,4,-1,4,-1,5,-2,6,-2,6,-3,7,-3,7,-4,7,-4,7,-4,7,-5,7,-5,7,-4,7,-4,7,-4,7,-3,7,-3,8,-2,9,-2,9,-2,10,-2,11,-3,12,-3,13
-25,978676433,28,-64,1,0,-25,-21,-23,-21,-22,-19,-21,-17,-20,-15,-20,-13,-20,-12,-21,-10,-22,-9,-22,-9,-22,-10,-22,-10,-22,-11,-22,-12,-21,-12,-19,-12,-18,-12,-16,-12,-14,-11,-13,-10,-12,-10,-12,-9,-11,-8,-11,-8,-11,-8,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-9,-7,-9,-7,-10,-7,-11,-7,-12,-7,-13,-8,-14,-9,-15,-10,-16,-12,-16,-14,-16,-15,-16,-16,-15,-17,-14,-17,-14,-17,-14,-16,-15,-15,-16,-14,-17,-14,-19,-13,-21,-13,-23,-14,-25,-15,-27,-17,-28,-18,-28,-20
-24,978779694,28,-64,1,0,19,-31,18,-32,19,-32,19,-32,20,-32,20,-31,20,-29,20,-28,19,-26,18,-25,16,-23,14,-22,13,-22,12,-21,10,-21,10,-21,9,-21,9,-21,10,-21,10,-20,10,-19,10,-18,11,-17,11,-15,12,-14,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4,9,-13,11,-13,12,-13,13,-13,14,-12,15,-11,15,-11,15,-11,15,-12,15,-12,15,-14,15,-15,16,-17,17,-19,18,-21,20,-22,21,-23,23,-23,25,-24,26,-23,26,-23,26,-23,26,-23,25,-23,24,-24,23,-25
-54,978875139,102,96,6,0,24,-8,24,-9,25,-11,24,-12,22,-11,21,-9,21,-9,20,-9,19,-9,19,-8,18,-9,17,-9,16,-8,16,-7,16,-7,17,-8,16,-7,15,-6,15,-6,15,-6,14,-5,13,-4,12,-3,13,-2,12,-1,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,12,-10,12,-10,13,-10,15,-10,16,-9,17,-9,17,-9,18,-9,19,-9,19,-8,20,-8,21,-8,22,-8,22,-8,22,-8,22,-9,23,-8,24,-7,24,-9,24,-9,24,-10,23,-11,24,-11,26,-11,27,-11,26,-12
-25,978879250,28,-64,1,0,-20,-28,-19,-28,-17,-28,-16,-27,-14,-25,-14,-24,-13,-22,-13,-20,-13,-18,-13,-17,-14,-17,-15,-16,-16,-16,-16,-16,-16,-16,-15,-16,-14,-17,-13,-17,-11,-16,-10,-16,-9,-15,-8,-15,-7,-14,-6,-13,-6,-12,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-7,-11,-6,-12,-6,-12,-6,-12,-6,-12,-6,-12,-7,-13,-8,-13,-9,-14,-10,-16,-11,-17,-11,-19,-11,-21,-10,-22,-10,-23,-9,-23,-9,-24,-8,-23,-9,-23,-9,-22,-10,-22,-12,-21,-13,-21,-15,-22,-18,-23,-19,-24
-53,978880932,102,96,6,0,-25,-14,-24,-14,-22,-14,-21,-13,-22,-12,-23,-9,-22,-8,-21,-8,-22,-8,-21,-8,-19,-8,-19,-8,-19,-7,-18,-7,-18,-8,-17,-8,-17,-7,-16,-7,-15,-8,-14,-8,-14,-7,-13,-7,-11,-8,-10,-8,-10,-8,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,-16,-5,-16,-6,-16,-7,-16,-8,-16,-9,-17,-9,-18,-10,-18,-11,-19,-12,-19,-13,-19,-14,-19,-15,-19,-15,-19,-14,-19,-14,-20,-15,-20,-14,-21,-14,-21,-14,-22,-14,-24,-14,-24,-14,-24,-14,-24,-14,-23,-15,-24,-16
-24,978980038,28,-64,1,0,26,2,25,1,25,-1,25,-2,25,-3,25,-4,26,-4,26,-4,26,-3,25,-3,24,-2,23,-1,22,-1,21,0,20,0,19,0,18,-1,17,-1,16,-1,15,-1,15,-1,15,-1,15,-1,14,0,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,10,-2,11,-2,12,-2,14,-1,15,0,16,0,17,2,17,3,18,4,18,4,18,4,17,4,17,4,17,3,18,2,19,1,21,0,23,0,24,0,26,0,28,1,29,2,30,2,31,3,31,4,31,4
-52,979175880,112,1,23,0,-35,-18,-33,-17,-31,-15,-28,-13,-23,-10,-16,-7,-10,-4,-5,-2,-1,2,5,5,10,6,14,8,18,10,21,11,24,12,24,13,24,12,22,12,20,11,17,9,14,7,11,5,7,3,4,1,2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-11,-4,-8,-4,-5,-4,-1,-3,3,-1,7,0,11,3,15,5,18,8,22,11,24,13,26,15,26,15,24,14,21,14,19,13,16,11,12,9,7,6,2,2,-3,-2,-9,-5,-15,-9,-21,-12,-28,-15,-32,-18
-66,979190765,111,-15,22,0,24,30,22,24,18,22,15,23,12,22,8,15,6,13,3,13,-2,11,-3,10,-7,13,-12,15,-14,16,-17,17,-17,19,-16,18,-15,16,-10,13,-7,11,-6,9,-6,6,-7,1,-8,-2,-8,-4,-7,-8,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-12,-8,-12,-7,-11,-6,-8,-5,-5,-3,0,-2,4,-2,8,-3,12,-3,17,-5,20,-8,23,-11,24,-11,22,-11,19,-13,16,-16,14,-12,15,-8,15,-11,11,-9,6,1,6,7,8,7,9,16,11,27,12,28
-66,979195566,111,-15,22,0,-35,21,-32,21,-28,24,-24,22,-19,16,-14,10,-13,7,-15,6,-19,4,-20,2,-18,-1,-20,-2,-24,-5,-25,-8,-26,-7,-27,-4,-25,-1,-22,-1,-20,0,-16,-1,-11,-2,-8,-4,-6,-7,-4,-9,-2,-10,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,14,-2,13,-3,11,-3,8,-3,5,-1,2,1,-2,3,-5,8,-6,13,-7,17,-6,22,-4,28,-3,29,1,30,4,33,3,32,4,27,5,22,3,18,-1,15,-2,10,-6,6,-17,5,-24,4,-24,5,-27,9
-51,979201379,112,1,23,0,13,-33,12,-32,10,-29,8,-24,6,-20,3,-15,1,-11,-1,-6,-2,-1,-4,4,-6,9,-7,14,-8,17,-8,20,-9,22,-10,23,-10,22,-9,20,-8,18,-8,16,-7,13,-5,10,-3,6,-1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,-10,2,-8,2,-5,1,-1,1,2,-1,6,-2,10,-4,14,-6,17,-9,20,-11,23,-12,24,-13,23,-12,22,-12,20,-11,18,-9,15,-7,11,-5,7,-2,2,1,-3,3,-9,5,-15,8,-21,10,-26,12,-29
