rssi,timestamp,I_0,Q_0,I_1,Q_1,I_2,Q_2,I_3,Q_3,I_4,Q_4,I_5,Q_5,I_6,Q_6,I_7,Q_7,I_8,Q_8,I_9,Q_9,I_10,Q_10,I_11,Q_11,I_12,Q_12,I_13,Q_13,I_14,Q_14,I_15,Q_15,I_16,Q_16,I_17,Q_17,I_18,Q_18,I_19,Q_19,I_20,Q_20,I_21,Q_21,I_22,Q_22,I_23,Q_23,I_24,Q_24,I_25,Q_25,I_26,Q_26,I_27,Q_27,I_28,Q_28,I_29,Q_29,I_30,Q_30,I_31,Q_31,I_32,Q_32,I_33,Q_33,I_34,Q_34,I_35,Q_35,I_36,Q_36,I_37,Q_37,I_38,Q_38,I_39,Q_39,I_40,Q_40,I_41,Q_41,I_42,Q_42,I_43,Q_43,I_44,Q_44,I_45,Q_45,I_46,Q_46,I_47,Q_47,I_48,Q_48,I_49,Q_49,I_50,Q_50,I_51,Q_51,I_52,Q_52,I_53,Q_53,I_54,Q_54,I_55,Q_55,I_56,Q_56,I_57,Q_57,I_58,Q_58,I_59,Q_59,I_60,Q_60,I_61,Q_61,I_62,Q_62,I_63,Q_63
-22,441360445,28,-64,1,0,-37,22,-36,20,-35,18,-32,16,-30,15,-27,14,-24,14,-22,15,-20,16,-18,17,-17,18,-17,19,-18,20,-18,21,-19,20,-20,19,-20,18,-20,16,-20,14,-19,12,-17,10,-16,9,-15,8,-13,7,-13,7,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,-14,4,-14,4,-13,4,-13,5,-13,6,-13,8,-15,9,-17,11,-19,12,-22,12,-25,12,-27,11,-28,10,-29,8,-29,7,-29,7,-28,6,-26,7,-25,8,-24,10,-23,13,-24,16,-25,19,-27,21,-30,24,-32,26
-22,441463135,28,-64,1,0,20,-7,20,-9,19,-10,20,-11,20,-12,20,-12,21,-12,21,-12,21,-11,20,-10,20,-9,19,-8,18,-7,16,-7,15,-7,14,-7,13,-7,12,-8,11,-8,11,-8,11,-8,11,-8,12,-7,12,-6,12,-5,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,10,-5,11,-5,12,-4,13,-3,15,-2,15,-1,15,0,15,1,15,1,14,1,14,1,14,0,14,-2,15,-3,16,-4,18,-5,19,-6,21,-6,23,-6,24,-5,25,-5,26,-4,26,-3,26,-3,25,-3,25,-3
-22,441565698,28,-64,1,0,30,15,28,15,26,15,24,14,22,13,21,12,19,10,19,8,18,6,19,4,19,3,20,3,21,3,21,3,22,3,21,5,20,6,19,6,17,7,16,7,14,7,12,7,11,6,10,6,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,7,8,7,8,7,8,6,9,6,11,5,12,5,14,6,16,7,17,9,18,11,18,13,18,15,17,16,16,16,15,16,15,15,15,14,15,13,16,12,18,10,20,9,22,9,25,9,28,10,30,10
-64,441740915,124,-64,7,0,-15,16,-12,13,-9,12,-7,11,-3,11,1,11,1,8,1,5,2,4,2,4,3,4,3,3,4,2,4,0,5,-2,6,-2,6,-1,8,-3,10,-5,10,-6,10,-7,10,-8,11,-6,13,-5,15,-5,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,6,-12,25,-14,25,-16,25,-18,24,-18,24,-18,25,-19,27,-20,27,-21,27,-21,26,-21,26,-22,26,-23,26,-24,24,-24,22,-21,23,-21,24,-23,24,-23,23,-21,23,-19,22,-18,23,-18,24,-17,22,-16,21,-16,23
-64,441741648,124,-64,7,0,-1,-21,-2,-18,-1,-16,0,-13,-3,-11,-5,-9,-5,-8,-7,-6,-9,-3,-7,-2,-5,-3,-5,-2,-6,0,-7,3,-8,3,-8,3,-7,6,-7,8,-5,8,-5,9,-6,10,-6,10,-8,10,-10,11,-8,12,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-7,-11,-26,-10,-28,-9,-29,-9,-29,-8,-29,-8,-30,-7,-31,-7,-32,-6,-33,-5,-35,-3,-35,-3,-35,-3,-33,-3,-33,-2,-32,-2,-33,-3,-33,-5,-33,-4,-31,-3,-29,-2,-29,-3,-29,-4,-27,-4,-26,-2,-27,-2,-27
-22,441770580,28,-64,1,0,30,-29,30,-27,29,-25,28,-23,26,-21,23,-20,21,-19,18,-19,16,-20,14,-21,13,-22,12,-23,13,-24,13,-24,14,-24,15,-23,16,-22,16,-20,16,-18,15,-16,14,-14,13,-13,12,-11,11,-11,11,-10,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,12,-8,12,-7,11,-7,11,-8,11,-9,11,-11,12,-13,14,-14,16,-16,18,-17,20,-17,22,-17,24,-16,25,-15,26,-14,26,-13,25,-13,24,-13,22,-14,21,-15,20,-17,20,-20,20,-23,22,-26,24,-29,26,-31
-22,441872447,28,-64,1,0,-6,-43,-5,-41,-3,-39,-2,-36,-2,-34,-2,-31,-3,-29,-5,-27,-6,-25,-8,-25,-10,-24,-11,-25,-11,-25,-11,-25,-10,-26,-9,-26,-8,-26,-6,-25,-4,-23,-3,-22,-2,-21,-2,-19,-2,-17,-2,-16,-1,-15,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,-15,1,-14,0,-14,0,-14,-2,-15,-3,-16,-3,-18,-4,-20,-4,-22,-4,-25,-2,-27,-1,-29,1,-30,3,-30,4,-30,4,-29,4,-28,3,-27,2,-27,0,-27,-3,-27,-5,-29,-7,-31,-9,-34,-10,-37,-10,-39
-22,441975325,28,-64,1,0,-22,23,-21,24,-20,25,-19,26,-19,27,-19,27,-19,27,-19,27,-20,27,-20,25,-20,24,-19,22,-18,20,-17,19,-15,18,-13,17,-12,17,-11,17,-10,17,-10,17,-10,17,-10,16,-10,16,-11,15,-12,14,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,-11,11,-12,11,-14,12,-16,11,-18,11,-19,10,-20,9,-20,8,-20,8,-20,8,-19,8,-19,9,-18,11,-18,13,-19,15,-20,17,-22,19,-23,21,-25,22,-27,22,-29,22,-30,22,-30,21,-31,21,-30,20,-30,20
-22,442077253,28,-64,1,0,-7,-22,-8,-21,-10,-21,-11,-21,-11,-21,-12,-22,-12,-22,-11,-22,-10,-22,-9,-21,-9,-21,-8,-20,-8,-18,-7,-17,-7,-16,-7,-14,-7,-13,-8,-13,-8,-12,-8,-12,-8,-12,-8,-13,-7,-13,-6,-13,-5,-13,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-4,-11,-4,-12,-3,-13,-2,-15,-1,-15,0,-16,1,-16,2,-16,2,-16,2,-15,1,-15,0,-15,-1,-15,-2,-16,-3,-17,-4,-19,-4,-20,-5,-22,-5,-24,-4,-25,-4,-26,-3,-27,-2,-27,-2,-26,-2,-26,-2,-25
-23,442282214,28,-64,1,0,-33,-17,-31,-17,-28,-16,-27,-15,-25,-14,-24,-12,-23,-10,-23,-8,-22,-7,-23,-6,-24,-6,-24,-5,-24,-5,-24,-5,-23,-6,-23,-7,-22,-7,-20,-8,-19,-8,-17,-7,-16,-7,-15,-7,-14,-6,-13,-6,-12,-6,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-10,-7,-10,-8,-10,-7,-11,-7,-12,-7,-13,-7,-15,-7,-17,-8,-18,-10,-19,-11,-20,-13,-20,-15,-20,-16,-19,-17,-19,-17,-18,-17,-18,-16,-18,-15,-19,-14,-21,-12,-23,-11,-25,-11,-27,-11,-30,-11,-32,-12,-33,-14
-65,442376571,124,-64,7,0,-14,12,-12,12,-9,12,-6,12,-7,12,-5,12,-2,11,-3,10,-3,9,-2,10,-1,9,2,7,4,7,5,9,5,9,6,10,7,11,8,12,10,11,11,12,12,13,11,12,10,13,10,14,9,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,6,-12,24,-13,23,-15,22,-16,22,-17,22,-18,22,-19,22,-20,22,-21,22,-23,21,-25,21,-24,21,-23,19,-23,18,-23,17,-22,19,-22,21,-21,22,-21,18,-19,13,-17,12,-18,14,-18,15,-17,16,-16,17,-15,17
-22,442385072,28,-64,1,0,-9,34,-9,34,-9,35,-9,36,-8,35,-7,35,-6,35,-7,35,-9,34,-10,31,-10,29,-9,28,-8,27,-8,25,-6,24,-5,24,-4,23,-4,22,-4,22,-4,21,-4,21,-4,21,-5,20,-6,19,-7,18,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-3,16,-5,17,-7,18,-9,19,-11,19,-12,19,-13,19,-13,18,-13,18,-13,18,-13,18,-12,19,-11,21,-9,23,-10,26,-11,28,-10,30,-12,32,-14,33,-15,34,-15,35,-16,36,-17,34,-18,33,-17,31,-16,31
-23,442387660,28,-64,1,0,-28,22,-27,20,-26,18,-24,17,-22,16,-20,16,-18,16,-17,17,-16,17,-15,18,-14,18,-14,18,-15,19,-15,19,-15,18,-16,17,-16,16,-15,14,-15,13,-14,11,-13,10,-12,9,-12,9,-11,8,-11,8,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-10,6,-10,6,-10,6,-10,7,-10,8,-11,9,-12,11,-14,12,-16,13,-17,13,-19,13,-21,13,-22,12,-23,11,-23,10,-22,10,-22,10,-21,11,-20,12,-19,13,-19,15,-19,18,-20,20,-22,22,-24,24,-26,25
-22,442486864,28,-64,1,0,30,8,29,9,27,9,25,8,23,8,22,6,21,4,20,3,20,1,20,0,20,0,20,0,21,0,21,0,21,0,21,1,20,2,19,3,17,3,16,3,14,4,13,3,12,3,11,3,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,4,9,4,9,4,10,3,11,3,12,2,14,2,15,3,17,4,19,5,19,7,20,9,20,10,19,11,18,11,18,11,17,10,17,9,18,8,19,7,20,6,22,4,24,4,27,4,29,5,31,5
-22,442592028,28,-64,1,0,31,1,30,2,28,3,26,3,25,2,23,1,22,0,20,-2,20,-3,20,-4,19,-5,20,-5,20,-6,21,-5,21,-5,20,-4,20,-3,19,-2,18,-1,16,0,15,0,14,0,13,0,12,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1,10,2,10,2,10,1,11,1,12,0,14,0,16,0,18,0,19,1,20,2,21,4,21,5,21,6,21,7,20,7,20,6,19,5,19,4,20,3,21,2,23,0,24,-1,27,-2,29,-2,31,-3
-22,442794574,28,-64,1,0,-34,3,-33,4,-33,6,-33,6,-33,7,-33,6,-33,6,-32,6,-32,6,-31,5,-29,4,-28,3,-27,3,-25,4,-24,4,-22,4,-21,5,-20,5,-20,5,-19,5,-19,5,-19,4,-19,3,-18,2,-18,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-15,3,-17,2,-18,1,-20,0,-20,-1,-21,-2,-21,-4,-21,-4,-21,-5,-21,-5,-21,-4,-21,-3,-22,-2,-23,-1,-25,0,-28,1,-30,2,-32,1,-33,1,-35,-1,-36,-2,-37,-2,-37,-3,-36,-3,-36,-2,-36,-2
-22,442896495,28,-64,1,0,33,15,33,16,33,16,33,16,31,17,30,17,28,16,26,15,25,13,23,12,22,11,22,10,22,9,22,7,22,7,22,7,22,6,21,6,20,7,20,8,18,8,17,9,16,9,14,9,13,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,8,14,9,13,11,12,12,12,12,12,12,12,11,13,11,14,11,16,10,18,11,20,12,21,13,23,15,23,17,24,18,24,19,24,20,23,21,23,21,23,21,23,20,24,18,26,17,28,16,30,15
-65,444538265,124,-64,7,0,18,-5,15,-6,15,-9,15,-10,14,-9,12,-9,10,-8,9,-7,9,-8,7,-8,6,-8,6,-10,4,-12,3,-12,3,-11,2,-10,2,-11,1,-12,0,-13,-2,-13,-4,-13,-2,-14,0,-16,0,-18,-1,-20,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,19,-15,21,-14,22,-13,22,-11,23,-11,24,-12,24,-12,26,-12,28,-11,28,-9,28,-8,28,-6,28,-4,29,-5,28,-7,28,-7,29,-6,28,-6,27,-5,26,-5,26,-6,27,-7,27,-7,27,-5,27,-5,27,-8
-65,444768844,124,-64,7,0,-22,10,-20,9,-17,10,-14,11,-11,10,-10,9,-8,10,-7,11,-6,12,-5,12,-3,11,-3,12,-2,12,-2,10,-1,9,0,10,1,11,2,11,4,11,4,11,4,12,5,13,5,14,4,14,4,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-16,18,-17,17,-19,16,-20,15,-20,15,-21,15,-22,16,-23,16,-24,15,-26,14,-27,14,-28,13,-28,13,-27,13,-27,12,-26,11,-26,12,-27,12,-28,11,-26,11,-23,11,-22,13,-22,14,-21,15,-22,16,-25,15
-62,446658591,111,-15,22,0,47,6,42,7,35,8,31,9,27,7,19,5,10,4,4,1,-1,-4,-4,-8,-4,-12,-3,-16,-1,-21,0,-23,2,-23,4,-21,6,-19,7,-15,6,-13,6,-11,6,-7,4,-4,0,-1,-3,1,-5,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,5,-7,21,-7,20,-6,20,-4,20,-2,19,0,20,4,22,6,23,8,25,10,29,10,33,11,35,12,37,12,38,11,37,10,34,9,30,8,26,10,21,13,16,16,10,20,3,24,-2,28,-3,34,-1,39,0
-62,446668494,111,-15,22,0,-6,41,-9,37,-10,33,-11,27,-11,21,-9,16,-5,10,-2,5,1,1,5,-1,10,-2,15,-3,19,-3,20,-1,20,2,20,3,18,6,15,6,10,5,7,5,4,4,2,2,0,-1,-3,-3,-4,-4,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-19,-11,-19,-11,-19,-11,-19,-9,-20,-6,-21,-3,-23,0,-25,2,-28,4,-32,5,-35,6,-37,6,-38,6,-38,4,-38,4,-36,4,-31,2,-27,2,-24,6,-21,9,-14,11,-7,15,-4,21,-5,27,-7,33,-5,35
-65,447861075,-68,-64,11,0,14,18,13,16,11,14,9,11,10,10,12,9,11,6,9,4,9,2,9,0,9,-1,8,-2,7,-2,6,-2,6,-2,7,-4,7,-6,5,-8,5,-9,5,-10,6,-10,6,-9,7,-10,7,-11,8,-12,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,17,20,18,19,19,18,21,18,22,18,22,18,22,18,24,19,26,18,27,18,29,18,29,17,29,16,29,17,28,18,27,18,28,18,27,16,25,14,24,14,23,14,22,14,23,14,24,15,25,17,25
-25,450724479,28,-64,1,0,28,-10,27,-11,27,-13,27,-13,27,-14,27,-14,27,-14,27,-14,26,-13,26,-13,25,-11,24,-10,23,-10,21,-10,20,-9,19,-9,18,-9,17,-9,16,-9,15,-9,15,-9,15,-8,15,-8,15,-7,15,-6,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,13,-7,14,-7,16,-6,17,-5,19,-4,20,-3,20,-1,20,-1,20,0,19,0,19,-1,19,-2,20,-3,20,-4,22,-6,24,-7,26,-8,27,-8,29,-8,31,-7,32,-7,32,-6,33,-6,33,-5,33,-5,32,-6
-23,450986293,28,-64,1,0,-36,-14,-36,-14,-36,-14,-35,-15,-34,-15,-33,-15,-31,-15,-29,-14,-28,-13,-26,-12,-25,-11,-24,-10,-24,-8,-23,-7,-23,-6,-23,-5,-23,-5,-23,-6,-22,-6,-22,-7,-21,-7,-19,-8,-18,-9,-17,-9,-15,-10,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,-16,-9,-15,-10,-15,-11,-14,-12,-13,-12,-13,-12,-14,-11,-15,-11,-16,-10,-18,-10,-20,-11,-22,-12,-23,-13,-25,-15,-26,-16,-26,-18,-26,-19,-26,-20,-26,-21,-26,-21,-26,-20,-26,-19,-27,-18,-28,-17,-30,-16,-32,-14
-23,451020071,28,-64,1,0,-29,-12,-27,-11,-26,-9,-24,-8,-24,-6,-24,-5,-24,-4,-24,-3,-24,-2,-25,-2,-25,-3,-25,-3,-24,-3,-23,-4,-22,-4,-21,-5,-19,-5,-18,-5,-17,-5,-15,-4,-15,-4,-14,-4,-13,-3,-13,-3,-13,-3,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-10,-2,-11,-2,-12,-3,-13,-3,-15,-3,-16,-4,-17,-5,-18,-7,-19,-9,-19,-10,-19,-11,-18,-11,-17,-12,-17,-11,-17,-10,-18,-9,-19,-8,-21,-7,-22,-6,-25,-6,-26,-7,-28,-7,-30,-8,-32,-9,-32,-11,-32,-11
-23,451093078,28,-64,1,0,26,-5,27,-5,27,-4,27,-3,26,-3,25,-2,24,-2,23,-2,21,-2,20,-2,19,-2,18,-3,17,-3,17,-4,17,-5,16,-5,16,-5,16,-5,16,-4,16,-3,15,-2,15,-1,14,0,13,0,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,12,-2,12,-1,12,1,12,1,12,2,12,1,12,1,13,0,13,0,14,-1,16,-1,17,-1,19,-1,20,0,21,0,22,1,23,2,23,3,23,3,23,3,22,3,22,2,22,1,22,0,23,-1,24,-3
-23,451191017,28,-64,1,0,30,22,30,23,30,23,29,23,28,24,26,23,25,22,23,21,22,19,21,18,20,17,20,16,19,14,19,13,19,12,19,12,19,12,19,11,18,12,18,12,16,13,15,13,14,13,12,13,11,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,11,12,12,11,13,10,14,9,14,9,14,10,13,10,13,12,13,13,14,15,14,17,16,19,18,20,20,20,22,20,23,20,24,19,25,19,26,19,26,19,26,19,25,20,24,22,23,24,22,26,22
-23,451293252,28,-64,1,0,-29,25,-27,23,-25,22,-22,22,-20,22,-18,23,-16,23,-16,24,-16,25,-16,26,-16,25,-16,25,-17,24,-17,23,-17,22,-17,20,-17,18,-16,16,-15,15,-13,14,-12,13,-11,13,-10,12,-10,12,-10,12,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-8,9,-9,10,-10,11,-11,13,-12,14,-14,15,-16,15,-19,15,-20,15,-22,14,-23,13,-23,13,-22,12,-21,12,-21,12,-20,14,-20,16,-19,18,-19,20,-20,23,-21,25,-23,27,-25,28,-27,29,-29,29,-31,29
-22,451395778,28,-64,1,0,6,32,5,31,4,29,4,27,4,26,4,24,4,22,5,21,6,20,7,19,8,19,8,19,9,19,9,19,8,19,7,19,6,19,5,18,4,17,3,17,2,16,2,15,1,13,1,12,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,11,0,11,1,11,1,11,2,12,2,13,3,15,3,17,3,19,2,20,1,22,0,23,-2,23,-2,23,-3,22,-2,22,-2,21,-1,21,1,21,3,22,4,23,6,24,7,26,8,28,8,29
-22,451497994,28,-64,1,0,20,-31,19,-32,17,-32,16,-32,15,-33,15,-34,15,-34,16,-33,16,-33,16,-31,16,-30,16,-28,15,-27,15,-25,13,-24,12,-22,11,-21,10,-21,9,-20,8,-20,8,-20,8,-19,9,-19,10,-18,10,-17,2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,7,-16,9,-17,11,-17,12,-17,14,-17,16,-17,17,-17,18,-16,18,-15,18,-15,17,-16,17,-16,16,-18,16,-20,16,-22,17,-24,18,-26,20,-28,21,-30,23,-31,24,-31,26,-32,27,-31,28,-30,28,-30,28,-30
-69,451577946,88,-128,5,0,-18,26,-18,23,-17,22,-12,22,-11,22,-14,21,-15,20,-17,22,-16,23,-14,23,-15,21,-14,19,-14,20,-14,21,-14,20,-13,20,-13,19,-12,16,-10,16,-9,15,-9,14,-9,13,-9,12,-10,12,-8,12,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-4,6,-4,7,-5,7,-6,8,-6,9,-6,9,-7,10,-9,9,-9,11,-10,11,-12,12,-13,14,-11,14,-9,14,-8,14,-10,16,-13,18,-14,17,-15,20,-15,23,-12,22,-12,24,-13,25,-14,23,-15,24,-18,27
-69,451578576,88,-128,5,0,-25,23,-23,25,-22,24,-25,22,-24,20,-17,17,-12,14,-14,16,-17,17,-15,16,-12,16,-11,17,-11,17,-13,16,-15,15,-14,13,-13,12,-13,13,-13,13,-12,13,-10,13,-8,12,-10,13,-10,14,-7,12,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-5,3,-7,3,-7,4,-7,5,-8,5,-10,6,-11,7,-12,7,-13,7,-12,8,-14,8,-16,8,-15,8,-14,10,-15,13,-16,14,-15,11,-16,11,-17,14,-16,16,-19,13,-22,13,-21,16,-21,18,-24,17,-26,19
-21,451600436,28,-64,1,0,0,-12,0,-11,1,-11,1,-10,0,-10,0,-9,0,-9,0,-8,-1,-8,-1,-8,-1,-8,-2,-8,-2,-8,-2,-8,-1,-8,-1,-8,-1,-8,-1,-7,0,-7,0,-7,0,-6,0,-6,0,-5,0,-5,0,-5,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-4,0,-4,0,-4,0,-5,0,-5,0,-5,0,-6,0,-6,0,-7,0,-7,1,-8,1,-8,2,-8,2,-8,2,-8,2,-8,2,-8,2,-8,1,-8,1,-8,1,-8,0,-9,0,-9,0,-10,0,-10,0,-11
-69,451777243,124,-64,7,0,29,11,26,11,27,8,28,6,27,7,26,8,24,6,24,4,26,4,27,3,24,2,23,3,24,3,24,0,22,0,19,1,17,1,16,2,16,4,16,4,16,2,14,2,13,3,13,3,12,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,6,1,7,3,9,3,9,3,9,3,10,4,11,5,13,6,14,6,15,7,15,7,15,7,17,8,17,7,18,7,20,8,21,9,23,9,26,9,27,11,27,12,27,9,29,8,30,10,29,12
-22,451807280,28,-64,1,0,-24,3,-23,4,-23,5,-23,5,-23,6,-23,6,-23,6,-22,6,-22,6,-22,5,-21,4,-21,4,-20,4,-19,3,-18,3,-17,3,-16,3,-15,3,-14,3,-14,3,-14,3,-14,3,-14,2,-14,2,-13,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-11,3,-12,3,-13,2,-14,1,-15,1,-16,0,-16,-1,-16,-2,-16,-2,-16,-2,-16,-1,-16,-1,-17,0,-17,0,-18,1,-20,2,-21,2,-22,2,-24,2,-25,1,-25,1,-26,0,-26,0,-27,0,-26,0,-26,1
-22,451864920,28,-64,1,0,16,-28,16,-27,16,-25,15,-24,14,-22,13,-21,11,-21,10,-20,9,-20,8,-20,7,-20,6,-21,6,-21,6,-21,7,-21,7,-20,8,-19,8,-18,9,-17,9,-16,8,-15,8,-13,8,-12,7,-11,7,-10,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-10,6,-10,6,-10,6,-10,6,-11,6,-12,7,-13,8,-15,9,-16,10,-17,12,-18,13,-18,15,-18,15,-17,16,-17,16,-16,15,-16,15,-16,14,-17,13,-18,12,-19,12,-21,12,-23,12,-25,13,-27,14,-29
-22,451918165,28,-64,1,0,-32,-8,-31,-8,-29,-9,-27,-8,-26,-8,-25,-7,-24,-6,-23,-4,-22,-3,-22,-2,-22,-2,-22,-1,-22,-1,-23,-1,-22,-2,-22,-2,-21,-3,-20,-4,-19,-4,-18,-5,-16,-5,-15,-6,-14,-5,-13,-5,-12,-5,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-12,-4,-12,-4,-12,-4,-12,-4,-13,-3,-14,-3,-15,-3,-17,-3,-18,-4,-20,-5,-21,-6,-22,-7,-22,-9,-22,-10,-22,-11,-21,-10,-21,-10,-21,-9,-21,-9,-22,-8,-23,-7,-24,-6,-26,-5,-28,-4,-30,-5,-32,-5
-69,451947380,124,-64,7,0,38,-5,36,-6,32,-7,28,-4,28,-6,26,-6,22,-5,22,-6,25,-7,26,-6,24,-3,24,-3,25,-5,25,-4,24,-5,20,-5,16,-2,16,0,17,-1,15,-1,13,-1,11,-1,11,2,11,2,11,-2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-6,7,-6,9,-5,8,-5,9,-6,13,-5,14,-5,13,-6,13,-6,14,-6,17,-6,17,-6,17,-5,18,-6,22,-7,23,-7,21,-7,23,-6,28,-8,29,-8,30,-5,32,-5,32,-5,29,-5,30,-6,32,-8
-22,452020593,28,-64,1,0,8,-31,9,-30,9,-29,8,-27,7,-26,6,-24,5,-23,4,-22,3,-22,2,-22,1,-22,0,-22,0,-22,1,-22,1,-22,2,-22,2,-21,3,-20,4,-19,4,-18,4,-16,4,-15,4,-14,4,-13,4,-12,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,4,-11,4,-11,4,-11,4,-12,4,-12,3,-13,4,-15,4,-16,5,-18,6,-20,7,-21,9,-21,10,-21,11,-21,11,-20,11,-20,11,-20,10,-20,9,-20,8,-21,7,-22,6,-24,6,-26,5,-28,6,-30,7,-31
-22,452112634,28,-64,1,0,28,15,26,15,25,15,23,14,22,13,21,12,20,11,20,9,19,7,19,6,20,6,20,6,20,6,21,6,20,6,20,7,19,7,18,8,16,8,15,8,14,8,12,8,11,7,10,7,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,6,9,6,9,6,9,6,10,6,11,5,13,6,14,6,16,8,17,9,18,11,18,13,17,14,17,15,16,15,16,15,16,15,16,14,17,13,18,12,19,12,21,11,23,11,25,11,27,12,29,12
-22,452214928,28,-64,1,0,-11,-33,-12,-32,-12,-31,-14,-31,-14,-31,-15,-31,-14,-31,-14,-31,-13,-30,-12,-30,-11,-29,-10,-28,-10,-27,-9,-25,-8,-24,-8,-22,-8,-21,-8,-20,-8,-19,-9,-18,-9,-18,-8,-18,-8,-18,-7,-18,-5,-18,-2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-8,-14,-7,-16,-6,-18,-6,-19,-5,-21,-3,-21,-2,-22,-1,-22,-1,-22,-1,-22,-2,-22,-3,-22,-4,-23,-5,-24,-7,-25,-8,-26,-8,-29,-9,-31,-9,-33,-9,-35,-8,-36,-7,-37,-7,-37,-7,-38,-7,-37,-7,-37
-69,452218065,124,-64,7,0,30,13,33,11,33,12,29,13,25,12,23,9,23,11,24,14,25,13,24,11,20,10,18,9,17,8,17,9,19,11,19,10,19,9,18,12,17,13,16,11,14,9,12,9,10,8,11,7,11,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,7,-1,8,-1,9,0,11,2,12,2,13,3,13,3,14,4,16,5,17,4,16,4,18,5,21,5,20,7,19,7,18,7,19,9,22,9,24,8,24,9,25,11,27,12,32,14,33,14,33,15
