rssi,timestamp,I_0,Q_0,I_1,Q_1,I_2,Q_2,I_3,Q_3,I_4,Q_4,I_5,Q_5,I_6,Q_6,I_7,Q_7,I_8,Q_8,I_9,Q_9,I_10,Q_10,I_11,Q_11,I_12,Q_12,I_13,Q_13,I_14,Q_14,I_15,Q_15,I_16,Q_16,I_17,Q_17,I_18,Q_18,I_19,Q_19,I_20,Q_20,I_21,Q_21,I_22,Q_22,I_23,Q_23,I_24,Q_24,I_25,Q_25,I_26,Q_26,I_27,Q_27,I_28,Q_28,I_29,Q_29,I_30,Q_30,I_31,Q_31,I_32,Q_32,I_33,Q_33,I_34,Q_34,I_35,Q_35,I_36,Q_36,I_37,Q_37,I_38,Q_38,I_39,Q_39,I_40,Q_40,I_41,Q_41,I_42,Q_42,I_43,Q_43,I_44,Q_44,I_45,Q_45,I_46,Q_46,I_47,Q_47,I_48,Q_48,I_49,Q_49,I_50,Q_50,I_51,Q_51,I_52,Q_52,I_53,Q_53,I_54,Q_54,I_55,Q_55,I_56,Q_56,I_57,Q_57,I_58,Q_58,I_59,Q_59,I_60,Q_60,I_61,Q_61,I_62,Q_62,I_63,Q_63
-23,471676886,28,-64,1,0,3,-6,2,-6,1,-7,0,-8,-1,-9,-1,-9,-1,-10,0,-10,0,-10,1,-10,1,-10,1,-9,1,-8,1,-7,1,-6,0,-5,-1,-5,-1,-4,-2,-4,-3,-5,-3,-5,-3,-5,-3,-6,-2,-6,-2,-6,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-3,3,-3,4,-3,4,-3,5,-3,5,-3,6,-2,6,-2,6,-1,6,-1,5,-1,5,-2,4,-2,4,-3,4,-4,3,-5,4,-6,4,-7,5,-8,6,-8,6,-8,7,-8,7,-8,8,-8,7,-7,7,-7
-23,471690622,28,-64,1,0,-48,-14,-46,-16,-43,-18,-39,-18,-34,-17,-30,-15,-26,-12,-23,-8,-21,-3,-21,2,-21,5,-23,9,-25,11,-27,13,-29,12,-30,11,-31,8,-30,6,-28,3,-26,1,-23,-1,-19,-1,-16,-1,-13,0,-12,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-5,-5,-17,-4,-17,-4,-16,-4,-15,-5,-14,-7,-13,-10,-13,-13,-14,-16,-15,-18,-17,-21,-20,-22,-23,-22,-26,-21,-29,-20,-30,-19,-30,-17,-29,-16,-27,-16,-24,-16,-21,-18,-17,-21,-13,-25,-10,-31,-8,-37,-7,-41,-7
-22,471719293,28,-64,1,0,27,4,25,-1,25,-7,27,-11,29,-14,31,-16,33,-17,35,-16,36,-15,36,-13,35,-11,33,-8,30,-6,27,-5,23,-5,19,-5,15,-7,13,-9,11,-12,11,-14,11,-15,12,-16,14,-17,15,-16,17,-15,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13,6,14,7,16,9,17,11,17,14,18,16,17,18,16,19,15,19,14,18,14,17,14,15,15,12,16,10,19,8,23,6,27,5,31,4,35,5,38,7,41,9,42,11,42,13,41,15,39,16,38,15
-49,471939306,112,1,23,0,8,-30,9,-31,10,-30,11,-29,11,-27,11,-24,11,-22,9,-19,7,-18,4,-17,0,-16,-3,-15,-6,-16,-7,-17,-9,-19,-9,-21,-8,-22,-7,-23,-5,-23,-4,-23,-2,-22,-1,-21,0,-19,1,-17,2,-15,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,9,0,9,0,9,0,9,0,8,-1,8,-2,8,-4,9,-5,10,-7,12,-8,14,-9,15,-10,17,-11,18,-10,20,-10,19,-9,18,-9,17,-8,16,-8,13,-9,11,-10,8,-12,7,-15,6,-18,4,-21
-50,471940510,112,1,23,0,-34,6,-35,5,-35,3,-34,1,-32,0,-30,-1,-26,-1,-23,0,-21,1,-18,3,-16,5,-14,8,-13,12,-14,15,-15,17,-17,18,-18,18,-19,17,-20,16,-21,14,-21,12,-20,9,-19,7,-17,6,-16,4,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-5,-10,-5,-10,-4,-11,-5,-11,-5,-10,-5,-9,-6,-8,-8,-8,-10,-8,-12,-8,-14,-10,-16,-11,-17,-12,-18,-13,-19,-14,-19,-16,-19,-16,-17,-16,-16,-15,-15,-13,-15,-10,-15,-8,-16,-5,-18,-2,-21,1,-24,3
-64,471948314,111,-15,22,0,-1,-35,1,-39,1,-43,1,-44,3,-38,5,-30,3,-24,0,-20,1,-18,2,-12,0,-4,-4,2,-6,6,-8,10,-11,12,-13,12,-15,11,-17,11,-17,9,-18,7,-18,5,-15,2,-11,0,-9,-1,-6,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,4,-11,17,-12,17,-12,16,-12,15,-10,13,-7,13,-3,12,1,10,6,9,12,9,19,10,23,12,26,13,28,14,30,15,31,17,32,16,30,12,26,11,23,11,20,9,17,6,11,-1,7,-10,6,-16,4,-19
-63,471949178,111,-15,22,0,-16,-28,-17,-30,-17,-33,-15,-33,-12,-32,-11,-30,-9,-25,-5,-20,-3,-16,-4,-11,-3,-6,-1,-1,-1,4,-2,9,-5,12,-8,14,-8,15,-9,14,-11,12,-13,11,-13,9,-11,6,-9,3,-8,2,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-3,18,-3,18,-4,18,-4,16,-3,14,-1,12,1,10,4,7,9,5,14,3,19,1,22,0,25,0,28,0,32,0,33,0,33,0,31,2,28,2,25,-2,20,-3,15,-1,10,-4,5,-9,-1,-13,-4,-16
-64,471950002,111,-15,22,0,-31,23,-30,23,-31,24,-32,23,-30,19,-27,15,-24,11,-20,9,-16,6,-12,5,-6,4,-2,1,3,-1,8,0,12,1,15,3,16,6,15,8,15,9,13,10,9,13,7,13,5,10,-1,7,-3,6,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,19,-8,19,-7,19,-6,18,-5,15,-5,12,-5,8,-6,4,-8,1,-12,-3,-17,-6,-22,-8,-26,-11,-30,-12,-32,-12,-35,-13,-37,-13,-36,-12,-34,-11,-31,-9,-26,-7,-22,-7,-19,-9,-12,-14,-3,-17,5,-17,11
-49,471954054,112,1,23,0,-29,19,-30,18,-31,17,-31,15,-29,13,-28,11,-25,10,-22,9,-19,9,-16,9,-13,11,-10,13,-8,16,-7,18,-7,21,-8,23,-9,23,-11,23,-12,22,-14,21,-14,19,-15,17,-15,14,-14,12,-13,10,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-9,-8,-9,-8,-8,-8,-8,-8,-8,-7,-8,-7,-9,-5,-10,-4,-12,-3,-14,-3,-17,-3,-19,-3,-21,-4,-22,-4,-23,-6,-24,-7,-24,-8,-22,-8,-21,-7,-19,-6,-17,-4,-16,-2,-16,2,-17,6,-19,10,-21,12
-49,471955078,112,1,23,0,14,-27,16,-27,17,-27,17,-26,17,-24,16,-21,15,-19,13,-17,10,-16,7,-15,3,-15,0,-15,-2,-17,-4,-18,-4,-20,-5,-22,-4,-23,-3,-23,-1,-23,0,-23,1,-22,3,-20,3,-18,4,-16,4,-14,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,3,8,3,9,3,9,3,8,2,8,1,8,0,8,-1,9,-3,11,-4,13,-5,15,-6,17,-6,18,-6,19,-5,21,-5,21,-4,20,-3,18,-3,16,-4,15,-5,13,-6,11,-9,10,-13,9,-16,10,-19
-62,472350875,111,-15,22,0,-5,30,1,33,2,37,-4,35,-10,25,-8,21,-5,21,-6,18,-6,16,-3,13,-3,7,-2,4,2,2,7,2,11,1,14,0,15,-1,15,1,15,4,15,5,13,6,10,7,7,7,5,6,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-9,-16,-9,-16,-8,-17,-7,-18,-6,-16,-6,-13,-6,-10,-8,-8,-10,-6,-13,-3,-18,-2,-20,-1,-22,0,-26,0,-31,1,-34,3,-32,2,-28,-2,-25,-7,-28,-6,-29,-5,-24,-3,-16,3,-10,10,-7,13,-4,15
-63,472362214,111,-15,22,0,34,7,35,6,35,8,35,11,32,12,27,13,22,13,17,12,14,9,11,7,8,4,5,0,3,-5,0,-9,0,-13,1,-16,2,-17,4,-18,6,-18,7,-17,8,-15,8,-12,7,-8,7,-6,6,-4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-19,4,-19,3,-20,3,-20,2,-18,3,-15,3,-12,4,-10,6,-8,9,-6,13,-5,18,-4,22,-4,27,-4,30,-5,31,-6,34,-8,37,-8,36,-7,32,-6,29,-4,24,-2,19,0,14,5,10,11,5,16,1
-62,472374151,111,-15,22,0,5,-30,10,-30,10,-31,9,-32,11,-32,10,-31,9,-24,9,-17,8,-13,5,-9,2,-6,-4,-2,-8,0,-12,2,-14,3,-14,2,-15,1,-16,1,-16,1,-16,0,-15,-1,-12,-4,-10,-5,-8,-6,-6,-6,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,4,-7,16,-7,16,-7,16,-8,15,-8,14,-6,13,-3,12,0,10,4,9,9,9,14,10,19,10,22,8,24,10,26,13,27,12,26,11,24,12,23,13,21,16,19,14,16,6,14,1,11,0,8,-6,6,-11
-49,472381878,112,1,23,0,-31,-12,-32,-13,-32,-14,-30,-14,-28,-15,-26,-15,-23,-14,-21,-12,-19,-9,-17,-7,-16,-4,-15,0,-16,3,-18,6,-21,7,-23,8,-24,8,-25,6,-25,5,-25,3,-24,1,-22,-1,-20,-2,-18,-3,-16,-3,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-11,1,-11,2,-11,2,-12,1,-11,1,-11,-1,-11,-2,-11,-4,-11,-6,-13,-7,-15,-9,-17,-9,-19,-9,-20,-9,-22,-9,-23,-9,-24,-8,-23,-6,-21,-6,-19,-6,-16,-8,-14,-10,-12,-13,-11,-18,-9,-22,-8
-62,472382702,111,-15,22,0,-13,-32,-11,-34,-10,-36,-9,-36,-6,-33,-4,-29,-4,-27,-3,-24,-1,-20,0,-14,0,-8,-2,-4,-5,0,-7,5,-11,7,-14,8,-15,7,-15,7,-16,5,-17,3,-16,1,-14,-1,-10,-2,-8,-3,-8,-3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,16,9,17,8,17,7,17,6,16,7,13,8,10,8,7,10,3,14,0,18,-3,23,-5,25,-7,27,-8,30,-9,33,-9,34,-7,33,-7,31,-6,28,-4,24,-4,19,-6,14,-9,9,-11,4,-13,0,-16
-50,472406955,112,1,23,0,-1,32,-2,33,-3,33,-4,32,-5,30,-6,28,-6,25,-5,22,-4,19,-1,17,2,15,5,14,8,14,11,15,13,16,14,18,14,19,13,20,11,21,9,21,7,21,6,20,4,19,2,16,1,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-10,3,-11,2,-11,2,-11,2,-11,3,-10,3,-9,4,-9,5,-9,7,-10,9,-11,12,-13,13,-14,14,-15,15,-17,15,-18,15,-19,14,-18,13,-17,13,-15,12,-13,12,-10,12,-7,14,-4,17,-2,20,0,22
-50,472410390,112,1,23,0,32,1,33,2,32,3,31,5,30,6,27,6,24,5,21,5,19,3,16,0,14,-3,13,-6,14,-9,16,-12,17,-13,19,-13,20,-13,21,-12,22,-11,22,-9,22,-7,20,-6,19,-4,17,-3,15,-2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,2,10,2,10,2,10,2,10,3,9,4,9,5,8,7,8,9,9,11,11,13,12,14,13,14,15,15,16,15,17,15,18,14,17,12,17,12,15,12,13,12,9,14,6,16,4,19,2,22,0
-49,472411994,112,1,23,0,-30,0,-31,-1,-31,-2,-30,-4,-28,-5,-26,-6,-24,-5,-21,-4,-19,-3,-17,-1,-15,2,-14,5,-14,7,-15,10,-16,11,-17,12,-18,12,-19,11,-20,9,-21,8,-20,6,-19,4,-18,3,-16,2,-14,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-5,-9,-4,-9,-4,-10,-4,-10,-4,-9,-5,-9,-5,-8,-7,-8,-8,-8,-10,-8,-12,-10,-14,-11,-14,-12,-15,-13,-16,-14,-16,-15,-15,-16,-14,-16,-13,-15,-12,-13,-12,-11,-13,-9,-14,-6,-16,-3,-19,-1,-21,0
-24,472705645,28,-64,1,0,38,-2,38,0,37,2,34,4,31,5,28,5,24,4,20,1,18,-2,15,-5,14,-7,13,-10,14,-13,15,-15,17,-16,18,-16,20,-15,20,-13,20,-11,19,-9,18,-7,16,-5,13,-4,11,-4,9,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,12,5,12,4,12,4,11,5,10,6,9,8,8,10,7,13,8,15,8,18,10,20,12,21,14,21,16,21,18,20,19,19,19,17,18,16,17,15,14,16,11,17,8,19,4,22,1,26,-2,30,-4
-26,472717257,28,-64,1,0,-38,14,-38,12,-38,10,-36,7,-33,5,-30,4,-25,4,-21,5,-18,7,-14,9,-12,11,-10,14,-10,18,-10,20,-12,22,-13,22,-15,22,-16,20,-17,18,-17,15,-16,12,-15,10,-13,8,-11,7,-9,6,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-12,-11,-11,-12,-10,-12,-9,-11,-9,-9,-10,-8,-12,-6,-14,-5,-17,-5,-20,-5,-23,-5,-25,-7,-27,-9,-28,-11,-28,-12,-27,-14,-26,-14,-25,-14,-23,-13,-21,-10,-20,-7,-20,-3,-21,2,-22,6,-26,10,-29,13
-24,472788154,28,-64,1,0,-10,20,-10,23,-11,25,-12,26,-13,26,-14,25,-15,23,-15,22,-14,19,-13,17,-11,15,-8,13,-6,12,-3,12,0,12,2,12,3,13,4,15,4,16,4,16,3,17,1,16,0,16,-1,15,-3,14,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,-13,-2,-14,-3,-14,-4,-14,-5,-14,-6,-14,-6,-13,-6,-12,-5,-12,-4,-12,-2,-12,0,-13,3,-15,5,-17,6,-19,8,-22,8,-24,8,-26,8,-27,7,-27,6,-26,5,-25,4,-23,4,-20,5,-17,7,-15,9
-24,472800429,28,-64,1,0,1,22,2,24,2,27,2,28,1,29,0,28,-2,27,-3,26,-4,23,-3,21,-3,18,-1,15,0,13,3,11,5,10,8,10,9,11,10,11,11,12,10,13,9,14,8,14,6,14,5,14,3,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-12,6,-13,5,-14,4,-15,4,-15,3,-15,2,-14,1,-13,2,-12,2,-11,4,-10,6,-10,9,-10,11,-11,14,-12,16,-14,18,-16,19,-18,19,-19,19,-20,18,-20,17,-19,16,-17,15,-15,15,-11,15,-9,15
-26,472910216,28,-64,1,0,7,-23,7,-26,7,-28,9,-29,10,-29,11,-29,12,-27,12,-25,12,-23,11,-21,9,-18,6,-15,3,-14,0,-13,-2,-13,-5,-14,-6,-15,-7,-17,-7,-18,-6,-19,-5,-19,-3,-19,-1,-18,0,-17,1,-15,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,14,-2,14,-1,15,1,15,2,15,3,15,4,14,4,13,3,12,2,12,0,12,-2,13,-5,14,-7,16,-10,18,-11,21,-12,23,-13,25,-12,26,-11,26,-10,26,-9,25,-8,23,-8,20,-9,16,-10,14,-12
-25,473105145,28,-64,1,0,35,-7,31,-5,27,-5,22,-5,18,-7,14,-10,12,-13,10,-16,10,-20,10,-22,11,-23,13,-24,15,-24,16,-23,18,-21,18,-19,17,-16,15,-13,13,-11,10,-10,7,-9,5,-9,3,-10,2,-11,2,-12,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,4,8,4,8,3,10,1,11,0,14,0,16,0,19,0,21,2,23,4,24,5,23,7,22,9,21,9,19,9,18,7,17,4,16,1,16,-2,17,-6,20,-10,23,-13,27,-15,31,-16,34,-16,37,-16
-24,473209662,28,-64,1,0,-35,-16,-31,-16,-27,-14,-23,-11,-21,-7,-19,-3,-18,2,-19,6,-20,9,-22,11,-24,11,-26,11,-28,10,-28,9,-28,7,-26,4,-24,2,-21,1,-18,0,-15,0,-13,1,-11,3,-10,5,-9,6,-9,7,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-5,-10,-5,-9,-6,-9,-8,-8,-10,-9,-13,-9,-15,-11,-16,-13,-17,-15,-18,-18,-17,-20,-16,-22,-15,-22,-13,-22,-12,-20,-12,-18,-12,-15,-13,-12,-16,-9,-19,-7,-23,-5,-28,-4,-32,-5,-36,-6,-39,-9,-41,-10
-49,473253306,112,1,23,0,23,20,23,21,22,22,21,22,20,21,19,21,16,19,14,17,13,14,13,12,14,9,14,7,15,6,17,4,20,3,21,3,22,4,22,6,22,7,21,9,20,9,17,10,16,10,14,10,12,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,9,-2,9,-2,9,-3,10,-2,9,-1,9,-1,9,1,10,2,11,4,12,5,14,6,16,5,17,5,18,5,20,4,22,4,21,4,20,3,19,3,18,3,17,5,16,8,14,10,13,13,13,16,12
-48,473274330,112,1,23,0,26,-11,26,-10,27,-9,27,-8,26,-6,24,-5,22,-5,20,-5,18,-5,16,-6,13,-8,12,-9,11,-11,11,-13,12,-15,12,-16,13,-16,14,-16,15,-15,16,-14,16,-12,16,-10,15,-8,14,-7,13,-5,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,6,5,6,5,6,5,6,5,7,5,7,4,8,3,9,3,11,3,13,3,14,3,15,4,16,4,17,5,18,6,18,7,17,7,16,6,15,5,15,4,14,2,14,0,15,-3,17,-6,20,-7
-49,473275835,112,1,23,0,8,-33,9,-33,10,-33,11,-33,12,-31,12,-29,12,-27,10,-24,9,-22,6,-21,3,-19,0,-19,-2,-20,-4,-21,-6,-22,-6,-24,-6,-25,-6,-26,-4,-26,-1,-26,1,-25,3,-24,4,-22,5,-20,5,-17,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,9,-4,10,-4,10,-4,10,-4,10,-4,10,-4,9,-5,9,-7,9,-8,11,-10,12,-12,14,-13,15,-14,16,-15,18,-15,19,-15,20,-14,20,-12,18,-12,16,-13,14,-13,11,-14,10,-16,9,-19,8,-23,8,-25
-49,473300035,112,1,23,0,-28,12,-30,12,-31,11,-31,9,-30,8,-27,6,-25,5,-23,5,-21,5,-19,6,-16,8,-14,9,-13,11,-13,13,-14,15,-15,16,-16,16,-17,16,-18,15,-19,14,-19,12,-19,10,-18,8,-17,6,-16,4,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-9,-5,-9,-5,-9,-6,-9,-6,-9,-6,-9,-5,-10,-4,-10,-3,-12,-3,-14,-2,-16,-2,-18,-2,-19,-2,-20,-3,-21,-4,-22,-6,-22,-6,-21,-6,-20,-6,-18,-5,-17,-3,-17,-2,-18,0,-19,4,-21,7,-22,9
-49,473300959,112,1,23,0,22,14,22,16,22,16,21,16,19,17,18,17,16,16,15,14,14,12,14,9,13,6,13,4,15,3,16,1,18,1,19,1,20,2,20,3,20,4,20,5,19,7,17,7,15,8,13,8,12,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,8,-1,8,-1,9,-1,8,0,8,1,8,2,8,3,9,4,10,5,12,6,13,7,14,7,16,6,17,6,18,5,18,5,18,5,17,5,16,5,15,6,13,8,12,11,11,14,11,17,10
-49,473302280,112,1,23,0,-25,-14,-26,-15,-25,-16,-23,-17,-22,-16,-20,-16,-17,-15,-16,-13,-16,-11,-15,-9,-14,-7,-15,-5,-16,-3,-17,-2,-19,-2,-20,-2,-21,-3,-21,-4,-21,-5,-20,-6,-19,-8,-17,-8,-15,-9,-13,-9,-12,-9,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-3,-9,-2,-9,-2,-9,-2,-10,-2,-9,-2,-9,-3,-9,-4,-9,-5,-9,-7,-10,-8,-12,-9,-13,-10,-15,-10,-16,-9,-17,-9,-19,-9,-19,-8,-18,-8,-17,-8,-17,-8,-15,-9,-14,-11,-12,-13,-11,-16,-10,-19,-10
-24,473312550,28,-64,1,0,-24,-30,-21,-28,-18,-24,-16,-20,-16,-15,-16,-11,-17,-7,-19,-3,-22,-1,-24,0,-27,0,-29,-1,-30,-2,-29,-4,-28,-6,-26,-7,-23,-8,-20,-8,-17,-7,-14,-6,-12,-4,-11,-2,-11,1,-11,2,-12,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-10,0,-10,-1,-10,-3,-11,-5,-12,-6,-14,-7,-17,-8,-19,-7,-22,-7,-24,-6,-25,-4,-26,-2,-26,-1,-25,-1,-24,-2,-21,-4,-19,-6,-17,-10,-16,-14,-15,-18,-16,-22,-17,-26,-19,-29,-22,-31,-25,-32,-28
-23,473586073,28,-64,1,0,27,3,24,-1,23,-5,22,-10,22,-13,23,-17,25,-19,27,-20,29,-20,30,-18,30,-16,30,-14,28,-12,26,-10,23,-8,19,-7,16,-7,13,-8,11,-10,9,-12,9,-13,9,-15,10,-16,11,-16,13,-15,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,4,12,4,14,5,16,6,18,8,19,10,19,12,19,14,19,15,18,16,16,15,15,14,15,12,15,9,17,6,19,3,22,1,26,0,29,-1,33,-1,37,0,39,2,41,4,42,6,41,8,40,8
-23,473616875,28,-64,1,0,-14,-26,-15,-21,-18,-17,-21,-15,-24,-13,-27,-13,-30,-13,-31,-14,-32,-15,-31,-17,-30,-18,-28,-19,-25,-19,-22,-18,-19,-16,-17,-14,-15,-11,-14,-8,-14,-5,-15,-3,-16,-2,-18,-1,-19,-1,-19,-3,-20,-4,-5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-4,-12,-4,-14,-4,-16,-4,-18,-4,-20,-3,-22,-1,-24,0,-24,2,-25,3,-24,3,-23,2,-22,1,-21,-2,-20,-5,-19,-8,-19,-12,-20,-15,-22,-17,-25,-19,-29,-20,-32,-20,-35,-19,-37,-18,-39,-17,-39,-15,-39
-23,473729426,28,-64,1,0,21,-18,17,-19,13,-21,10,-23,8,-26,7,-29,7,-31,8,-32,10,-33,11,-33,13,-31,14,-29,14,-27,13,-24,12,-21,10,-18,7,-16,5,-16,2,-16,0,-16,-1,-17,-1,-18,-1,-19,0,-19,2,-20,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,10,-6,11,-7,13,-8,15,-9,17,-9,19,-9,21,-8,23,-7,23,-5,23,-4,22,-3,21,-3,19,-4,18,-6,17,-9,16,-12,17,-15,18,-19,20,-22,22,-24,25,-26,28,-27,31,-26,32,-25,33,-23,34,-22
-24,473821907,28,-64,1,0,0,25,3,22,7,20,10,20,13,20,15,21,16,22,17,23,17,24,16,25,14,25,12,25,10,24,8,22,7,19,6,16,6,14,7,11,8,10,10,9,11,9,12,9,13,10,12,11,11,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,10,-1,11,-1,13,-2,15,-3,17,-4,18,-6,19,-8,20,-9,19,-10,19,-10,18,-9,17,-8,16,-6,16,-3,16,-1,17,1,20,3,22,4,25,5,29,4,32,3,34,1,36,0,37,-1,36,-3,35
-23,473924055,28,-64,1,0,-23,-3,-21,0,-20,3,-19,6,-19,9,-20,11,-22,12,-23,13,-24,12,-25,11,-25,9,-24,8,-23,6,-21,5,-19,4,-16,4,-14,4,-12,5,-10,7,-10,8,-10,9,-10,9,-11,10,-12,10,-12,9,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-10,-3,-11,-3,-12,-3,-14,-4,-15,-5,-16,-7,-17,-8,-17,-10,-17,-11,-16,-11,-15,-11,-14,-11,-14,-10,-14,-8,-15,-6,-16,-3,-19,-1,-21,0,-24,0,-27,0,-29,0,-31,-2,-32,-3,-33,-5,-33,-6,-32,-7
-24,474036643,28,-64,1,0,-11,25,-7,23,-2,23,2,24,5,26,7,27,8,29,8,31,7,32,6,32,4,32,2,31,1,29,0,26,-1,23,0,19,1,17,3,14,5,13,7,12,9,13,10,13,10,15,9,16,8,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-7,9,-8,10,-9,12,-11,13,-13,14,-15,15,-17,15,-19,14,-20,13,-20,12,-20,11,-18,11,-16,11,-14,12,-12,14,-10,17,-9,20,-8,24,-8,28,-9,31,-11,34,-14,36,-16,37,-18,36,-19,35,-20,34
-23,474232241,28,-64,1,0,-22,-11,-25,-11,-27,-12,-28,-13,-29,-14,-28,-15,-26,-16,-24,-16,-21,-15,-19,-14,-17,-12,-15,-9,-14,-6,-13,-3,-14,-1,-14,2,-15,3,-17,3,-18,3,-18,3,-19,1,-19,0,-18,-2,-16,-3,-15,-4,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-1,-14,0,-15,1,-15,3,-16,3,-15,4,-15,4,-14,3,-13,2,-13,0,-12,-2,-13,-4,-14,-7,-15,-9,-18,-10,-20,-11,-22,-11,-24,-10,-26,-10,-28,-9,-28,-8,-28,-7,-26,-7,-24,-7,-22,-9,-19,-11,-17
-23,474438950,28,-64,1,0,-8,-23,-11,-20,-14,-17,-17,-15,-20,-15,-23,-15,-25,-16,-26,-17,-26,-19,-25,-20,-23,-21,-20,-21,-18,-20,-16,-18,-14,-16,-12,-13,-11,-10,-11,-8,-12,-6,-13,-4,-15,-4,-16,-4,-17,-4,-17,-6,-17,-7,-5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-2,-11,-2,-13,-1,-15,-1,-16,0,-18,1,-19,3,-20,4,-21,5,-21,6,-20,6,-19,5,-18,3,-17,1,-17,-2,-17,-5,-18,-8,-20,-10,-22,-12,-25,-12,-28,-13,-32,-12,-34,-11,-36,-9,-36,-7,-36,-6,-34
-24,474538456,28,-64,1,0,36,-2,32,0,28,0,24,-1,20,-3,17,-6,16,-10,15,-13,15,-17,15,-19,16,-20,18,-20,20,-20,21,-19,22,-17,21,-14,20,-11,18,-9,15,-7,13,-7,10,-7,8,-8,6,-8,6,-10,6,-11,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,5,8,4,9,3,10,2,12,2,14,1,17,2,19,3,21,4,23,6,23,8,23,9,22,11,20,11,19,10,18,9,17,6,17,3,17,0,19,-3,22,-6,25,-9,29,-10,33,-10,36,-10,39,-9
-24,474641054,28,-64,1,0,33,-6,33,-4,33,-2,31,0,29,1,26,1,22,1,19,-1,16,-3,14,-5,12,-8,11,-10,12,-12,13,-14,14,-15,15,-15,16,-15,17,-13,17,-11,17,-9,15,-8,14,-6,12,-5,10,-4,8,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,10,7,10,6,10,6,9,6,8,7,7,8,6,10,6,12,5,14,5,17,6,19,8,20,10,21,11,21,13,21,14,19,14,18,14,17,13,16,12,16,9,16,6,17,2,19,-1,23,-4,26,-6
