rssi,timestamp,I_0,Q_0,I_1,Q_1,I_2,Q_2,I_3,Q_3,I_4,Q_4,I_5,Q_5,I_6,Q_6,I_7,Q_7,I_8,Q_8,I_9,Q_9,I_10,Q_10,I_11,Q_11,I_12,Q_12,I_13,Q_13,I_14,Q_14,I_15,Q_15,I_16,Q_16,I_17,Q_17,I_18,Q_18,I_19,Q_19,I_20,Q_20,I_21,Q_21,I_22,Q_22,I_23,Q_23,I_24,Q_24,I_25,Q_25,I_26,Q_26,I_27,Q_27,I_28,Q_28,I_29,Q_29,I_30,Q_30,I_31,Q_31,I_32,Q_32,I_33,Q_33,I_34,Q_34,I_35,Q_35,I_36,Q_36,I_37,Q_37,I_38,Q_38,I_39,Q_39,I_40,Q_40,I_41,Q_41,I_42,Q_42,I_43,Q_43,I_44,Q_44,I_45,Q_45,I_46,Q_46,I_47,Q_47,I_48,Q_48,I_49,Q_49,I_50,Q_50,I_51,Q_51,I_52,Q_52,I_53,Q_53,I_54,Q_54,I_55,Q_55,I_56,Q_56,I_57,Q_57,I_58,Q_58,I_59,Q_59,I_60,Q_60,I_61,Q_61,I_62,Q_62,I_63,Q_63
-24,1272667562,28,-64,1,0,20,15,20,13,21,11,22,10,23,10,23,10,24,10,24,10,23,10,22,10,21,11,20,11,19,11,17,10,16,9,15,8,14,7,14,6,14,5,14,5,14,5,13,6,13,6,13,7,12,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,5,11,5,11,7,12,8,12,9,13,11,12,12,12,13,11,14,11,14,11,14,11,13,11,13,12,12,14,12,15,12,17,12,19,13,20,14,22,16,22,17,23,18,23,19,23,20,23,20,22,20
-24,1272772858,28,-64,1,0,-31,-13,-30,-10,-31,-8,-31,-7,-32,-5,-33,-5,-33,-5,-34,-5,-33,-6,-32,-7,-31,-8,-29,-8,-27,-8,-25,-7,-23,-6,-22,-5,-21,-4,-20,-3,-20,-2,-20,-2,-20,-2,-20,-2,-19,-3,-19,-4,-18,-6,-5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,-15,-5,-15,-6,-17,-7,-18,-8,-19,-9,-19,-11,-20,-13,-20,-14,-19,-15,-19,-16,-18,-15,-18,-15,-19,-14,-19,-13,-21,-12,-24,-11,-26,-11,-28,-11,-30,-12,-32,-13,-34,-14,-35,-16,-36,-18,-35,-19,-35,-20,-34,-20
-24,1272873871,28,-64,1,0,25,-6,23,-7,23,-9,22,-10,22,-11,23,-12,23,-12,24,-12,24,-12,23,-11,23,-10,22,-8,20,-8,19,-7,18,-7,16,-7,15,-7,14,-7,14,-8,13,-8,13,-8,13,-7,13,-7,14,-6,14,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,11,-4,12,-4,13,-4,14,-4,16,-3,17,-2,18,-1,19,0,19,1,19,1,18,1,18,1,18,0,18,-1,18,-2,19,-4,21,-5,22,-6,24,-6,26,-6,28,-6,29,-6,30,-5,31,-4,31,-3,30,-3
-25,1272874638,28,-64,1,0,24,-23,24,-22,24,-20,23,-18,21,-17,20,-16,18,-15,16,-15,14,-16,12,-16,11,-17,11,-17,11,-18,11,-19,12,-18,13,-18,14,-16,14,-15,14,-13,13,-12,12,-10,11,-9,10,-8,9,-8,9,-8,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,10,-8,11,-7,11,-7,11,-7,10,-7,11,-8,11,-9,12,-10,13,-11,14,-12,16,-13,17,-13,19,-13,20,-13,21,-12,22,-11,21,-11,21,-11,20,-11,19,-11,18,-13,18,-14,18,-16,18,-18,19,-21,20,-23
-25,1272977616,28,-64,1,0,9,-42,10,-40,11,-38,11,-36,11,-33,10,-31,8,-28,6,-27,4,-26,2,-26,0,-26,-1,-26,-1,-27,-1,-27,0,-28,1,-27,3,-27,4,-25,5,-23,5,-21,5,-20,5,-18,4,-16,4,-15,4,-14,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,6,-15,6,-15,7,-15,7,-15,6,-15,6,-15,6,-17,6,-18,6,-20,6,-23,7,-25,9,-26,11,-27,12,-28,14,-28,15,-27,15,-27,15,-26,14,-26,12,-26,11,-27,9,-28,7,-30,6,-33,5,-36,5,-38
-24,1273077706,28,-64,1,0,7,36,9,34,12,32,14,32,15,32,16,33,17,33,16,33,15,33,14,33,12,32,11,31,9,29,9,27,8,25,8,23,9,21,9,19,10,18,10,18,10,19,10,19,9,19,7,19,6,19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,14,5,16,5,18,4,20,4,22,3,24,1,25,0,26,-1,26,-2,26,-2,26,-1,25,0,25,1,26,3,26,5,27,7,29,8,32,9,35,9,38,9,40,8,42,7,44,6,45,5,44,5,43
-24,1273177824,28,-64,1,0,-23,13,-21,14,-19,15,-18,17,-18,18,-18,19,-18,19,-19,19,-20,18,-20,17,-19,16,-19,15,-18,14,-17,12,-15,12,-14,11,-13,11,-12,11,-11,11,-11,11,-11,11,-11,11,-11,11,-12,9,-12,8,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-10,7,-11,7,-12,7,-14,8,-15,8,-17,7,-18,6,-19,5,-19,5,-19,4,-19,4,-18,4,-18,5,-18,6,-18,8,-18,9,-19,11,-20,12,-22,14,-24,14,-25,15,-27,15,-28,14,-29,13,-29,13,-29,13
-25,1273282688,28,-64,1,0,-31,13,-31,12,-30,10,-28,9,-26,8,-24,7,-22,8,-20,8,-19,9,-17,10,-17,11,-16,12,-17,13,-17,13,-18,13,-18,12,-19,11,-19,9,-18,8,-17,6,-15,5,-14,5,-13,4,-12,4,-11,4,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-13,3,-13,2,-13,2,-13,1,-13,2,-14,3,-14,3,-15,4,-17,5,-19,6,-20,6,-22,6,-23,5,-24,4,-25,3,-25,2,-25,2,-24,2,-24,2,-23,3,-22,4,-22,6,-23,9,-24,11,-26,13,-27,14
-24,1273384076,28,-64,1,0,0,10,1,9,1,9,2,9,3,9,3,9,3,9,3,9,2,9,2,9,1,9,1,9,1,8,1,7,1,7,1,6,1,6,1,5,1,5,1,5,1,5,1,5,1,5,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,1,5,0,5,0,6,0,6,-1,7,-1,7,-1,7,-2,7,-2,7,-2,7,-1,7,-1,7,0,7,0,7,0,8,1,9,1,9,1,10,1,11,0,11,0,11,-1,12,-1,12,0,11
-24,1273488318,28,-64,1,0,-19,-29,-17,-29,-16,-28,-14,-27,-13,-25,-12,-23,-12,-21,-12,-19,-13,-17,-14,-16,-15,-15,-16,-15,-16,-15,-17,-15,-17,-16,-16,-16,-14,-17,-13,-16,-11,-16,-10,-15,-9,-15,-8,-13,-7,-12,-7,-11,-6,-11,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-6,-13,-5,-13,-4,-13,-4,-13,-4,-13,-5,-13,-6,-14,-7,-14,-8,-16,-9,-17,-10,-19,-9,-21,-9,-22,-8,-24,-8,-24,-7,-25,-6,-24,-6,-24,-6,-23,-7,-23,-9,-22,-11,-21,-13,-21,-15,-22,-17,-23,-19,-24
-24,1273593285,28,-64,1,0,-4,25,-4,25,-4,26,-5,26,-5,25,-6,25,-6,24,-6,22,-6,21,-6,19,-5,18,-4,17,-3,16,-2,16,-1,16,0,16,0,16,-1,16,-1,16,-2,15,-3,15,-3,14,-4,13,-4,12,-5,11,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-4,11,-5,11,-7,12,-8,12,-8,11,-9,11,-9,11,-9,11,-8,11,-8,12,-7,13,-7,14,-7,16,-8,17,-8,18,-9,20,-10,20,-11,21,-12,21,-13,21,-13,21,-12,20,-12,20,-11,20,-9,20,-8,21
-25,1273692236,28,-64,1,0,1,31,1,29,1,26,2,24,4,22,5,21,7,20,8,20,9,20,10,20,10,21,9,22,8,22,7,22,6,21,5,20,3,19,3,17,2,15,2,14,2,13,3,12,3,12,3,12,3,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1,10,1,11,2,12,2,13,3,15,2,17,2,18,1,20,0,21,-2,22,-3,22,-4,22,-4,21,-4,21,-3,20,-2,20,0,20,2,21,3,22,5,24,6,26,6,28,6,30,6,33,6,34
-24,1273792237,28,-64,1,0,26,10,27,10,27,10,27,10,27,11,26,11,25,12,23,11,22,10,20,9,19,8,18,7,17,6,17,4,17,3,17,3,18,3,18,3,18,3,17,4,16,5,15,6,14,6,12,7,11,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,7,12,8,11,9,11,10,11,11,10,11,10,11,10,11,11,11,11,11,13,10,14,10,16,11,17,12,18,13,20,14,20,15,20,16,20,17,20,18,20,18,20,18,20,17,20,16,21,14,22,13
-25,1273894370,28,-64,1,0,9,-30,9,-28,8,-26,6,-24,4,-23,2,-23,0,-22,-1,-23,-2,-23,-2,-24,-2,-25,-1,-25,0,-25,1,-24,2,-23,3,-22,3,-20,3,-18,3,-16,2,-15,2,-15,1,-14,1,-13,1,-13,1,-13,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,-11,2,-11,2,-12,2,-13,2,-14,2,-16,3,-17,4,-19,5,-20,7,-21,8,-21,9,-21,10,-20,10,-20,10,-19,9,-19,8,-19,6,-20,5,-21,4,-23,3,-25,3,-27,3,-30,4,-32,6,-34,7,-35
-25,1273999070,28,-64,1,0,-34,-22,-31,-20,-29,-18,-27,-16,-26,-13,-26,-11,-26,-9,-27,-7,-29,-6,-30,-7,-30,-7,-30,-8,-30,-9,-29,-10,-27,-11,-25,-11,-22,-11,-20,-10,-19,-9,-17,-8,-16,-7,-16,-7,-16,-6,-16,-6,-16,-7,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,-13,-7,-13,-7,-14,-7,-15,-6,-17,-7,-18,-7,-20,-9,-22,-11,-23,-13,-23,-15,-23,-17,-22,-18,-22,-19,-21,-19,-20,-18,-20,-17,-21,-15,-22,-14,-24,-13,-26,-12,-29,-12,-33,-12,-35,-14,-37,-16,-39,-18,-40,-20
-24,1274099041,28,-64,1,0,3,36,4,36,4,37,3,37,2,37,1,36,0,35,-1,32,-1,30,0,28,0,26,1,24,3,23,4,22,5,21,6,22,6,22,6,22,5,22,4,21,3,21,2,20,0,19,-1,18,-2,16,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-2,16,-3,17,-5,18,-6,18,-7,18,-8,18,-8,17,-8,17,-7,18,-6,19,-5,20,-4,22,-4,24,-4,26,-4,28,-5,30,-6,32,-7,33,-8,33,-9,34,-10,33,-9,33,-8,32,-7,32,-5,32,-3,32
-25,1274204147,28,-64,1,0,-12,-30,-11,-28,-10,-25,-11,-23,-11,-21,-13,-19,-14,-18,-15,-17,-16,-17,-17,-18,-17,-19,-17,-19,-16,-20,-15,-20,-13,-19,-11,-19,-10,-18,-9,-16,-8,-15,-8,-14,-8,-13,-8,-12,-8,-11,-8,-11,-7,-11,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-5,-10,-6,-10,-6,-11,-7,-12,-8,-13,-8,-14,-9,-16,-9,-17,-9,-19,-8,-21,-7,-22,-5,-23,-5,-23,-4,-22,-4,-21,-5,-21,-6,-20,-7,-20,-9,-20,-12,-21,-14,-22,-15,-23,-16,-25,-17,-28,-16,-30,-16,-31
-24,1274307608,28,-64,1,0,-7,-28,-7,-29,-7,-30,-7,-30,-6,-30,-5,-30,-4,-28,-3,-27,-3,-25,-3,-23,-3,-22,-4,-21,-5,-19,-6,-18,-7,-18,-7,-18,-7,-18,-7,-18,-6,-18,-5,-18,-4,-18,-3,-17,-2,-16,-1,-15,-1,-14,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-1,-14,-1,-15,0,-16,2,-16,2,-16,3,-16,3,-16,3,-16,2,-16,2,-17,1,-18,0,-19,0,-21,0,-22,0,-24,0,-25,1,-27,1,-28,2,-28,3,-28,4,-28,3,-28,3,-27,1,-26,0,-27,-2,-27
-25,1274409875,28,-64,1,0,-12,-24,-13,-23,-14,-21,-15,-20,-17,-20,-18,-20,-18,-21,-18,-21,-17,-21,-16,-21,-16,-21,-14,-21,-13,-19,-12,-18,-11,-16,-11,-15,-11,-13,-11,-12,-11,-12,-11,-12,-11,-12,-11,-12,-11,-12,-10,-13,-9,-13,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-6,-11,-6,-12,-6,-14,-6,-15,-6,-16,-5,-18,-4,-19,-3,-19,-3,-20,-2,-20,-2,-19,-2,-19,-3,-19,-4,-19,-6,-19,-8,-20,-9,-21,-10,-22,-11,-24,-12,-26,-12,-27,-12,-29,-12,-30,-11,-31,-10,-31,-10,-30
-24,1274513520,28,-64,1,0,19,17,19,15,20,13,21,12,22,12,23,11,23,11,23,11,23,12,22,12,21,13,19,13,18,12,17,11,16,10,15,9,14,8,14,7,14,6,14,6,14,6,13,6,13,7,12,7,12,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,6,10,7,10,8,11,10,11,11,11,13,11,14,10,15,10,16,9,16,9,16,9,15,10,15,11,14,12,14,14,14,16,14,17,15,19,16,20,18,21,19,21,21,21,22,21,23,21,23,21,23
-25,1274614726,28,-64,1,0,40,11,39,12,37,13,34,14,31,13,29,12,27,10,25,8,25,5,24,4,24,2,25,1,26,1,27,1,27,1,26,2,26,4,24,5,22,6,20,6,18,6,16,6,15,6,14,5,13,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,6,14,7,13,7,13,7,13,7,15,6,16,6,18,6,20,6,22,7,24,9,25,11,26,12,26,14,26,15,26,16,25,16,25,16,24,15,24,14,25,12,27,10,29,9,31,8,35,7,37,7
-25,1274713913,28,-64,1,0,22,-12,21,-13,20,-15,19,-16,18,-17,19,-18,19,-18,20,-18,20,-18,20,-17,20,-15,19,-14,18,-13,17,-12,16,-11,14,-11,13,-11,12,-11,11,-11,11,-11,11,-11,11,-11,11,-10,12,-9,12,-8,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,9,-7,10,-8,12,-8,13,-8,14,-8,16,-7,17,-6,18,-5,18,-5,18,-4,18,-4,18,-4,17,-5,17,-6,17,-8,18,-9,19,-11,20,-12,22,-13,23,-14,25,-14,27,-14,28,-13,29,-12,29,-11,29,-11
-24,1274818045,28,-64,1,0,15,20,15,18,17,17,18,16,19,15,20,15,21,16,20,16,20,16,19,17,18,17,16,16,15,16,14,14,13,13,12,12,12,11,12,9,12,9,12,8,12,9,12,9,12,9,11,10,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,8,8,9,8,10,8,12,9,13,8,15,8,16,7,17,6,17,6,18,6,17,6,17,7,16,8,16,9,16,11,16,12,17,14,18,15,20,16,21,17,23,17,24,16,26,16,27,15,27,15,26
-25,1274918356,28,-64,1,0,30,28,28,29,26,29,24,28,22,26,21,24,20,21,19,18,19,16,19,14,20,13,21,12,22,12,23,12,23,13,22,14,21,15,19,15,17,15,15,14,13,14,12,13,11,11,10,10,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,12,8,13,7,13,7,13,8,13,9,13,11,13,12,14,14,15,15,17,16,19,17,21,17,23,16,25,15,26,15,26,14,26,14,26,14,25,15,24,16,23,19,22,21,21,24,22,27,23,30,23
-24,1275024212,28,-64,1,0,21,24,22,21,23,19,24,18,26,18,27,18,27,18,27,19,26,19,25,19,23,19,21,19,20,18,18,17,17,15,16,13,16,12,16,11,16,10,16,9,16,10,15,10,15,11,14,11,13,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,8,12,10,12,11,12,13,13,15,12,17,12,18,11,20,11,20,10,20,10,20,10,20,11,19,12,19,14,18,16,18,18,19,20,20,22,23,23,25,24,27,24,29,24,30,23,31,23,31,23,31
-24,1275123294,28,-64,1,0,20,20,21,20,21,20,21,21,20,21,19,21,18,20,16,19,15,18,14,17,13,15,13,14,13,13,13,11,14,11,14,10,15,10,14,10,14,11,13,11,12,12,11,12,9,12,8,11,7,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,10,8,11,7,12,6,13,6,14,6,14,6,14,6,14,6,14,7,14,8,14,9,15,11,16,12,17,12,19,13,20,13,21,13,22,12,23,12,24,12,24,12,24,12,23,12,22,14,21,16,20
-25,1275225210,28,-64,1,0,20,-24,19,-22,17,-20,14,-20,12,-19,10,-20,9,-20,8,-21,7,-22,7,-23,7,-23,8,-24,9,-23,10,-22,10,-21,10,-19,10,-17,10,-15,9,-14,8,-13,7,-13,6,-12,5,-12,5,-12,6,-12,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-9,6,-9,6,-10,7,-11,7,-12,8,-13,10,-14,11,-15,13,-16,14,-16,16,-15,17,-15,17,-14,17,-13,16,-13,15,-13,14,-14,13,-15,13,-17,12,-19,12,-21,13,-24,14,-25,16,-27,18,-28,20,-28
-24,1275328116,28,-64,1,0,-27,24,-28,25,-28,25,-28,25,-29,24,-29,22,-28,20,-27,19,-26,17,-24,16,-21,16,-19,16,-17,16,-16,16,-15,17,-14,18,-14,18,-15,18,-15,17,-15,16,-16,15,-16,14,-16,12,-15,10,-15,9,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,-16,8,-17,7,-18,6,-19,6,-19,5,-19,4,-19,4,-19,4,-19,5,-19,6,-20,8,-21,10,-22,11,-24,12,-26,13,-28,14,-30,14,-31,13,-32,13,-33,12,-32,12,-32,12,-31,12,-30,13,-29,15,-28,16
-24,1275429823,28,-64,1,0,-20,15,-21,16,-21,16,-21,15,-22,15,-22,14,-21,13,-20,12,-19,11,-18,10,-16,10,-15,10,-13,10,-12,11,-12,11,-12,12,-12,12,-12,12,-12,11,-13,10,-13,9,-13,8,-12,7,-12,6,-12,5,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-12,5,-12,5,-13,4,-14,3,-14,3,-14,2,-14,2,-14,2,-14,3,-14,4,-15,5,-15,6,-17,7,-18,7,-19,8,-21,8,-22,8,-23,7,-23,7,-24,7,-24,6,-23,6,-22,7,-22,8,-21,9,-21,10
-24,1275535346,28,-64,1,0,-27,2,-25,3,-24,5,-24,7,-24,8,-25,8,-25,9,-26,8,-26,8,-25,7,-25,6,-24,5,-22,4,-21,4,-19,4,-18,4,-17,4,-16,5,-15,5,-15,5,-15,5,-15,5,-15,5,-15,3,-15,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-12,2,-13,2,-15,1,-16,1,-17,0,-18,-1,-19,-2,-19,-3,-19,-4,-19,-4,-19,-4,-19,-4,-19,-3,-19,-2,-20,-1,-21,0,-22,2,-24,2,-26,2,-28,2,-29,2,-31,1,-31,1,-32,0,-32,-1,-31,-1
-24,1275737640,28,-64,1,0,7,-25,5,-25,3,-25,2,-25,1,-26,0,-27,0,-27,1,-27,2,-27,2,-26,3,-25,3,-24,4,-23,3,-21,3,-19,2,-18,2,-17,1,-16,0,-16,0,-16,0,-16,0,-16,1,-16,2,-15,3,-15,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-12,2,-13,3,-14,4,-15,5,-16,6,-17,7,-17,9,-17,9,-17,10,-16,10,-16,9,-16,9,-16,8,-17,7,-18,6,-20,6,-21,6,-23,6,-25,7,-27,8,-28,9,-29,10,-30,11,-30,12,-29,12,-29
-25,1275840485,28,-64,1,0,22,18,21,19,20,19,18,18,17,17,16,16,15,14,14,12,14,10,15,9,15,8,15,7,16,7,17,7,17,8,17,8,16,9,14,10,13,10,12,9,10,9,9,8,8,8,8,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,8,6,8,6,9,6,9,6,9,7,9,8,9,9,9,10,10,11,12,12,13,13,14,12,16,12,17,12,17,11,18,11,18,10,17,11,17,11,16,12,15,13,14,15,14,17,14,20,14,21,15
