rssi,timestamp,I_0,Q_0,I_1,Q_1,I_2,Q_2,I_3,Q_3,I_4,Q_4,I_5,Q_5,I_6,Q_6,I_7,Q_7,I_8,Q_8,I_9,Q_9,I_10,Q_10,I_11,Q_11,I_12,Q_12,I_13,Q_13,I_14,Q_14,I_15,Q_15,I_16,Q_16,I_17,Q_17,I_18,Q_18,I_19,Q_19,I_20,Q_20,I_21,Q_21,I_22,Q_22,I_23,Q_23,I_24,Q_24,I_25,Q_25,I_26,Q_26,I_27,Q_27,I_28,Q_28,I_29,Q_29,I_30,Q_30,I_31,Q_31,I_32,Q_32,I_33,Q_33,I_34,Q_34,I_35,Q_35,I_36,Q_36,I_37,Q_37,I_38,Q_38,I_39,Q_39
-22,22539260,28,-64,1,0,-38,-8,-35,-7,-31,-5,-29,-3,-27,0,-26,3,-26,6,-27,8,-28,9,-29,10,-30,9,-31,8,-32,6,-31,5,-29,3,-27,2,-25,1,-22,0,-20,1,-18,2,-16,2,-16,3,-15,4,-16,5,-16,5,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-12,-3,-12,-
-22,31189029,28,-64,1,0,18,19,19,19,18,19,18,20,17,20,16,19,14,18,13,17,12,16,12,14,12,13,12,12,12,11,13,10,13,9,14,9,14,10,13,10,13,11,12,11,11,11,9,11,8,11,7,10,6,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,10,6,10,5,11,4,12,4,12,4,12,4,12,4,12,5,12,6,12,7,13,8,14,9,15,10,16,10,18,10,19,9,20,9,21,9,21,9,21,8,21,9,20,10,19,11,19,13,18,14,18
-22,31250949,28,-64,1,0,29,-5,30,-5,30,-5,30,-4,30,-3,29,-2,27,-2,25,-2,24,-2,22,-2,21,-3,19,-3,18,-5,18,-6,18,-7,18,-7,18,-7,18,-7,18,-6,18,-5,18,-4,17,-2,16,-2,14,-1,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,14,1,14,2,14,3,14,4,14,4,14,4,14,3,15,3,16,2,17,1,18,1,20,1,22,1,23,2,25,3,25,4,26,4,26,5,26,6,26,6,25,5,25,4,25,2,26,0,26,-2
-23,31267745,28,-64,1,0,2,30,3,28,3,25,5,23,6,22,8,21,9,20,10,20,11,21,11,21,11,22,10,22,9,22,7,22,6,21,5,20,4,18,4,16,3,15,4,13,4,13,4,12,5,12,4,12,4,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,2,10,2,11,3,12,3,13,4,15,3,17,2,18,1,20,0,20,-1,21,-2,21,-2,21,-2,20,-2,19,-1,19,1,19,2,19,5,21,6,23,8,25,8,27,8,29,8,31,7,33,6,34
-25,31353281,28,-64,1,0,-22,32,-23,30,-22,28,-21,25,-19,23,-17,22,-15,21,-12,21,-10,21,-9,21,-8,22,-7,23,-7,24,-8,24,-9,24,-10,24,-11,23,-12,21,-12,19,-12,16,-11,14,-10,13,-9,12,-8,11,-8,11,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,-11,10,-11,9,-11,9,-10,9,-10,10,-10,12,-11,13,-12,15,-13,17,-15,18,-17,19,-19,19,-21,19,-22,18,-22,17,-23,16,-22,16,-21,16,-19,16,-18,17,-16,19,-15,21,-15,24,-15,27,-17,30,-18,33
-23,31377869,28,-64,1,0,13,-29,11,-30,9,-31,8,-32,7,-33,7,-34,8,-35,9,-34,10,-33,10,-32,10,-30,10,-28,9,-26,8,-24,6,-22,5,-21,3,-21,2,-21,2,-20,1,-21,1,-21,2,-21,3,-20,5,-20,5,-18,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,7,-13,8,-14,9,-15,11,-16,13,-16,15,-16,16,-16,17,-15,18,-15,17,-14,17,-14,16,-15,15,-16,14,-17,13,-20,13,-22,14,-25,15,-28,17,-30,18,-31,20,-32,22,-32,23,-31,24,-30,24,-30,23,-30
-22,31402789,28,-64,1,0,-17,-39,-17,-40,-16,-41,-15,-41,-13,-40,-12,-39,-10,-37,-9,-35,-9,-32,-9,-30,-10,-27,-11,-25,-12,-23,-13,-22,-15,-22,-15,-22,-15,-23,-14,-23,-13,-23,-12,-23,-10,-23,-9,-22,-7,-21,-5,-20,-4,-19,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,-3,-19,-2,-20,0,-21,1,-21,2,-20,2,-20,2,-20,1,-20,0,-20,-2,-22,-3,-23,-4,-26,-5,-28,-5,-31,-5,-33,-4,-35,-2,-37,-1,-37,0,-37,0,-37,0,-37,0,-36,-2,-35,-5,-34,-7,-35,-10,-35
-22,31451678,28,-64,1,0,27,-19,27,-17,26,-15,25,-13,23,-12,21,-11,18,-11,16,-12,14,-14,13,-15,12,-15,12,-16,12,-17,14,-18,14,-17,15,-16,16,-15,16,-14,15,-12,14,-10,13,-9,12,-8,10,-7,10,-7,9,-6,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,11,-5,11,-4,10,-4,10,-4,10,-5,11,-6,11,-7,13,-8,14,-9,16,-10,18,-10,20,-10,21,-9,22,-7,23,-6,22,-6,22,-5,21,-5,20,-6,19,-7,18,-9,18,-12,19,-14,20,-16,22,-19,23,-21
-25,31526252,28,-64,1,0,26,-6,25,-8,25,-10,25,-12,25,-13,26,-13,27,-13,27,-13,27,-12,26,-11,25,-10,24,-8,22,-8,20,-8,18,-8,17,-8,15,-9,14,-10,14,-10,14,-10,14,-10,15,-10,15,-9,15,-8,15,-6,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,12,-4,14,-3,15,-3,17,-2,18,0,19,1,20,2,20,4,19,5,19,5,18,4,18,3,18,2,19,0,20,-1,22,-3,24,-4,26,-5,28,-5,30,-4,32,-3,33,-2,34,-1,33,0,33,0,32,-1
-24,31557259,28,-64,1,0,31,-19,28,-18,26,-17,23,-17,20,-18,18,-19,16,-21,16,-23,16,-24,16,-25,17,-25,18,-24,19,-23,19,-22,19,-20,19,-18,18,-16,16,-14,14,-13,13,-12,11,-12,10,-12,10,-12,10,-12,10,-12,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,9,-7,9,-8,9,-9,10,-10,11,-12,13,-13,15,-13,18,-14,20,-13,22,-13,23,-12,24,-10,24,-9,23,-9,22,-9,21,-10,20,-11,19,-14,19,-16,20,-19,21,-21,24,-24,26,-26,29,-26,32,-26,34,-26
-24,31583820,28,-64,1,0,16,-38,17,-36,18,-33,17,-30,16,-28,14,-26,11,-24,9,-23,7,-23,5,-24,3,-24,1,-24,1,-26,2,-26,3,-27,4,-26,5,-25,6,-24,7,-22,7,-20,7,-18,6,-16,6,-14,5,-13,4,-13,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,10,-11,10,-11,10,-10,9,-10,9,-10,8,-12,8,-13,9,-15,10,-17,11,-19,13,-21,15,-22,17,-22,19,-22,20,-21,20,-20,20,-19,19,-19,17,-19,16,-19,14,-21,12,-23,11,-26,11,-29,11,-32,13,-35
-23,31610372,28,-64,1,0,19,13,20,11,21,9,22,8,23,8,24,8,24,8,24,9,23,9,22,9,21,10,19,10,18,9,17,8,15,7,15,6,14,5,14,3,14,3,14,2,14,2,14,3,14,3,13,4,13,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,6,9,7,9,8,10,10,10,11,10,12,9,13,9,14,8,15,8,15,7,14,8,13,9,13,10,12,12,11,14,11,16,12,18,13,20,15,21,16,21,18,21,19,21,20,20,21,19,20,19,20
